toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_A,dthe_B,dthe_C,dthe_E,dthe_D,dpe_A,dpe_B,dpe_C,dpe_E,dpe_D,dpp_A,dpp_B,dpp_C,dpp_E,dpp_D,dthp
1003,True,Optimization terminated successfully.,22932,30064,1070.7687,0,1,-0.2714,-1.3844,0.5725,0.1710,-0.5055,-0.0648,1.7148,-0.3217,0.1865,1.0252,-2.8180,-1.6732,3.7128,3.1405,1.3742,1.8058
1004,True,Optimization terminated successfully.,9042,12023,2840.9040,0,1,0.1586,-0.9976,-0.0806,-0.7679,-1.6184,-0.7649,0.5407,-0.6591,-0.3854,0.2263,-0.4746,-0.2970,3.7933,3.0762,0.3254,0.7872
1005,True,Optimization terminated successfully.,12641,16668,973.3624,1,0,0.0405,-0.9509,-1.2097,1.0476,-1.1469,-0.5761,0.7329,2.1838,-2.1261,1.3666,-1.1112,-0.2522,-0.3229,6.2918,0.8177,1.0814
1006,True,Optimization terminated successfully.,19499,25496,818.2629,0,1,-0.2329,-1.0395,-0.1844,0.2289,-0.8198,-0.1515,0.9759,0.3067,-0.7369,-0.2201,-2.5556,-0.7112,2.6436,4.3052,2.5946,1.5967
1007,True,Optimization terminated successfully.,17780,23230,517.4373,0,1,-0.3476,-1.0530,-1.0032,-1.0119,-2.0245,0.0452,1.1301,1.9668,1.7526,3.4393,-3.2071,-0.8461,0.2144,0.5660,-1.9060,1.9069
1008,True,Optimization terminated successfully.,17973,23668,506.9227,0,1,-0.2158,-0.7988,-0.3394,-0.3272,0.2382,-0.1733,0.6381,0.7931,0.5662,-1.3241,-2.4675,-0.0810,1.7777,2.3978,4.9655,1.5787
1009,True,Optimization terminated successfully.,16424,21542,690.8494,0,1,0.0376,-0.8734,0.0980,-0.8654,-1.7835,-0.5648,0.6680,-0.1822,1.0926,1.8742,-1.1369,-0.1274,3.2954,1.5324,-0.2540,1.1579
1010,True,Optimization terminated successfully.,8775,11651,5932.1387,0,1,0.2992,-0.8730,-1.2210,-0.9812,-0.2430,-1.0299,0.0682,-0.6672,-0.0402,0.6659,0.3533,-0.1328,1.6971,1.1471,2.4843,0.1935
1011,True,Optimization terminated successfully.,15520,20389,624.7896,0,1,-0.2651,-0.6022,-0.7168,0.2094,-1.0605,-0.1056,0.3142,1.5978,-0.4687,1.3300,-2.7187,0.3640,1.0050,3.9567,0.6574,1.6148
1012,True,Optimization terminated successfully.,8740,11578,1792.2027,0,1,-0.3321,-0.2030,-1.1517,-0.2819,-0.8325,-0.0441,-0.4565,1.3892,0.6614,-0.6106,-2.9815,1.6567,0.2959,2.1450,2.5848,1.5131
1013,True,Optimization terminated successfully.,13888,18340,2704.8827,0,1,-0.4434,-0.7530,-1.0818,-1.6630,-0.3373,0.1628,0.6021,0.5735,2.5381,0.1369,-3.6224,0.2608,0.4024,-0.7671,1.7725,1.9725
1014,True,Optimization terminated successfully.,15694,20670,854.5930,0,1,0.0088,-0.8532,-1.7621,-1.4567,-1.8604,-0.5059,0.6712,2.7307,2.0617,2.8346,-1.3368,-0.1099,-1.2538,-0.0463,-1.3748,1.2705
1015,True,Optimization terminated successfully.,27826,36258,641.3232,0,1,-0.1625,-0.7676,-0.6170,-1.2917,-1.3064,-0.2641,0.5745,0.6505,2.2427,1.9002,-2.1490,0.0642,2.2903,-0.3476,0.1762,1.4169
1016,True,Optimization terminated successfully.,24553,32159,1535.3414,0,1,0.0627,-0.9500,-1.2858,0.4211,0.2478,-0.6269,0.9082,1.9098,-0.5746,0.1782,-0.9788,-0.4846,-0.1127,3.8193,3.1047,0.8994
1017,True,Optimization terminated successfully.,17070,22431,782.3744,0,1,-0.2488,-0.9424,-0.7795,-1.8521,-2.2125,-0.1161,0.9517,1.1460,3.0372,3.3859,-2.6497,-0.5322,1.3620,-1.4452,-2.0917,1.6855
1018,True,Optimization terminated successfully.,33732,43909,914.3283,1,0,0.0159,-1.1822,-1.1567,-0.7211,0.8526,-0.5195,1.2420,1.9329,1.0469,-2.2683,-1.2676,-1.0796,0.1090,1.3853,6.3635,1.2039
1019,True,Optimization terminated successfully.,25546,33310,747.5727,1,0,-0.6874,-1.8333,-0.4779,-1.3069,0.1614,0.5924,2.6098,1.4078,2.6236,-0.7332,-5.0227,-3.2077,1.0568,-0.7319,4.2602,2.6692
1020,True,Optimization terminated successfully.,17772,23393,3643.3734,0,1,0.6652,-0.9563,-1.8221,-0.7695,-1.2368,-1.5304,0.1754,1.7180,0.3669,1.4483,2.1336,0.2162,-0.2461,2.1263,-0.5137,-0.0914
1021,True,Optimization terminated successfully.,39396,51178,627.8860,0,1,-0.3274,-0.8013,-0.6108,-1.0397,-2.1513,0.0112,0.7473,1.2176,1.9812,3.5043,-3.0986,-0.2357,1.1779,0.4890,-2.0689,1.8636
1022,True,Optimization terminated successfully.,15689,20606,1262.8221,1,0,0.0542,-1.0916,0.8867,-0.7719,-0.4747,-0.5793,1.0051,-1.9306,1.4692,-0.5172,-1.0844,-0.7325,5.7038,1.2286,3.0180,1.1565
1023,True,Optimization terminated successfully.,12915,17011,723.2865,0,1,-0.1206,-0.9029,-1.8192,-0.7185,-1.7790,-0.2961,0.8507,3.2875,0.9779,2.9906,-2.0304,-0.4386,-1.7653,1.5017,-1.3155,1.5289
1024,True,Optimization terminated successfully.,19823,25892,866.8153,1,0,-0.0874,-0.7217,-0.8793,1.5170,-1.1019,-0.3787,0.4026,1.7352,-2.6469,1.3392,-1.7917,0.2601,0.7350,7.2547,0.2979,1.3110
1025,True,Optimization terminated successfully.,17719,23090,1623.0028,0,1,0.2447,-0.7831,-1.6317,-0.9946,-1.8432,-0.9219,0.2404,2.3366,0.6445,2.8215,0.0249,0.3391,-0.2914,1.5282,-1.4493,0.5079
1026,True,Optimization terminated successfully.,8821,11673,3986.0071,0,1,-0.3352,-0.7616,-0.8054,-1.1651,-1.5820,0.0014,0.5207,0.7796,0.4599,0.1438,-3.0916,-0.0655,0.3403,1.8975,0.1315,1.8009
1027,True,Optimization terminated successfully.,7786,10323,5273.9895,0,1,0.4948,-1.1469,-0.6364,-1.3191,-1.3665,-1.3137,0.4282,-0.0768,0.2545,1.1730,1.3858,-0.0808,0.5122,1.7084,0.3209,0.1361
1028,True,Optimization terminated successfully.,17347,22682,1004.3518,0,1,-0.2302,-0.7261,-2.5542,-1.2135,-0.2834,-0.1316,0.6771,4.4175,2.0334,0.6254,-2.5955,-0.0731,-3.5153,0.0920,2.1390,1.7027
1029,True,Optimization terminated successfully.,16388,21601,644.9504,0,1,-0.4621,-1.5494,-1.4210,-0.5115,-0.2473,0.2145,1.9876,2.9152,0.8496,0.2908,-3.7749,-2.3017,-1.3904,1.7710,2.9738,2.1297
1030,True,Optimization terminated successfully.,12391,16336,676.2227,0,1,-0.2059,-0.7793,0.0879,0.5420,-0.6705,-0.2069,0.5376,-0.1935,-1.1824,0.4157,-2.3914,-0.0244,3.0997,4.9809,2.5172,1.4822
1031,True,Optimization terminated successfully.,10553,13858,5036.9294,0,1,-0.2286,-0.8395,-1.4349,-0.3038,-0.6642,-0.2914,-0.1842,1.2868,0.8670,-0.0460,-2.2029,0.7784,0.5568,1.4620,0.5567,0.8029
1032,True,Optimization terminated successfully.,37982,49505,827.6036,0,1,-0.3865,-1.0304,-0.3717,0.3638,-0.4503,0.1189,1.1578,1.1268,-0.5129,0.4950,-3.4557,-0.7346,0.8713,4.1572,2.4048,2.0220
1033,True,Optimization terminated successfully.,24846,32579,2506.1555,1,0,0.4916,-0.4815,-1.2717,0.1932,-1.3444,-1.2368,-0.0927,2.1100,-1.4056,3.0959,1.1879,0.9847,-0.5991,5.1484,-2.0056,0.4513
1034,True,Optimization terminated successfully.,15494,20298,2351.9386,0,1,0.1997,-1.4995,-0.9324,0.0768,-0.9952,-0.8336,1.3486,-0.2072,-0.5215,0.1743,-0.2275,-1.5412,2.6109,3.9833,1.6029,0.7067
1035,True,Optimization terminated successfully.,28230,36710,2322.3178,0,1,0.0402,-0.4808,-0.7012,-0.5592,-1.6746,-0.5401,-0.1036,0.6522,0.4280,0.5670,-1.2557,0.9950,1.8048,2.0479,-0.2883,1.0292
1036,True,Optimization terminated successfully.,7212,9629,5984.9176,0,1,0.1470,-1.1301,-1.5338,-0.3133,-0.6837,-0.8665,0.3735,-0.2626,-0.4900,1.1718,-0.2454,0.0879,1.8676,2.1898,-0.5591,0.1821
1037,True,Optimization terminated successfully.,9000,11860,4187.7901,0,1,0.1071,-1.0483,-1.0955,-1.1416,0.2631,-0.6904,0.7931,0.0801,-0.5057,0.2989,-0.7321,-0.3248,1.5252,2.7688,1.2933,0.9246
1038,True,Optimization terminated successfully.,18447,24063,488.1387,0,1,-0.2096,-0.6945,-1.0460,-0.6378,-0.2954,-0.1807,0.4907,2.0073,0.9870,-0.3199,-2.4438,0.1862,0.0628,1.7190,3.4371,1.5720
1039,True,Optimization terminated successfully.,19527,25491,1210.9134,1,0,0.0174,-1.0588,-0.0518,-2.0483,0.6157,-0.5167,0.9646,0.0101,3.5198,-1.3834,-1.2828,-0.5921,2.9715,-2.2757,5.1476,1.2269
1040,True,Optimization terminated successfully.,9244,12223,1651.0096,0,1,0.1005,-1.1951,-0.7489,-0.9663,-1.4785,-0.6892,0.9407,0.8764,0.6602,0.5091,-0.7321,-0.6066,0.8597,1.5313,1.7928,0.8659
1041,True,Optimization terminated successfully.,13505,17751,1328.5791,0,1,-0.1394,-1.1176,-1.2822,0.3219,-1.1560,-0.2815,1.1308,1.8478,-0.8547,1.0433,-2.1139,-1.0411,0.7235,4.3880,0.2806,1.4614
1042,True,Optimization terminated successfully.,22030,28670,742.1815,0,1,-0.3702,-1.5133,-1.1919,-1.4598,-0.2436,0.0699,1.9117,2.0487,2.5220,-0.0971,-3.3025,-2.1601,-0.0123,-0.6621,3.3484,1.9655
1043,True,Optimization terminated successfully.,17638,23086,844.2126,0,1,-0.6395,-1.3844,-1.1595,-0.2941,-0.7332,0.4890,1.9060,2.6746,0.5684,0.2637,-4.7175,-2.0044,-1.0961,2.7074,2.0067,2.4582
1044,True,Optimization terminated successfully.,45584,59272,615.3592,0,1,-0.0865,-0.8183,-0.1434,0.4150,-1.2474,-0.3744,0.6458,0.2337,-0.9799,1.3337,-1.7768,-0.0199,2.7276,4.6810,0.8350,1.3590
1045,True,Optimization terminated successfully.,10164,13428,6215.6943,0,1,0.3638,-0.9355,-0.8636,-0.5795,-1.1639,-1.0961,0.0748,-0.3842,-0.0871,0.5143,0.6570,0.2997,2.2047,2.6476,-1.2851,0.4199
1046,True,Optimization terminated successfully.,19333,25427,1000.7302,1,0,-0.3197,-1.1411,0.7567,0.7092,-1.0568,-0.0390,1.1926,-0.8560,-1.2721,1.7998,-2.9487,-0.9648,4.1934,5.1948,0.2962,1.6937
1047,True,Optimization terminated successfully.,17419,22793,740.6664,0,1,0.1850,-0.7648,-0.0199,-0.2726,-0.6500,-0.8111,0.3312,-0.5856,-0.2722,0.2506,-0.3099,0.1537,3.7478,3.5179,2.4041,0.7719
1048,True,Optimization terminated successfully.,17282,22580,553.1932,0,1,-0.1368,-0.5917,-1.2114,-0.1160,-0.8256,-0.2895,0.3252,2.1569,-0.0329,0.8706,-2.0853,0.4270,-0.2360,3.3142,1.6753,1.4536
1049,True,Optimization terminated successfully.,20972,27464,635.2211,1,0,-0.1005,-0.7948,-0.6190,0.1269,0.7168,-0.3592,0.6105,1.0374,-0.4370,-2.0303,-1.8449,-0.0189,1.3444,3.8052,6.0998,1.3463
1050,True,Optimization terminated successfully.,35615,46582,961.3766,0,1,-0.2294,-1.4252,-0.8460,-2.1046,-1.4111,-0.1056,1.7423,1.6724,3.5558,2.9160,-2.6768,-1.7658,0.7415,-1.8506,-1.3270,1.8289
1051,True,Optimization terminated successfully.,29550,38419,4251.8650,0,1,0.4083,-0.8122,-0.5213,-0.4544,-0.4203,-1.1133,0.4669,1.6731,-0.7059,2.5166,0.7490,-0.0537,-0.2649,4.0999,-1.5991,0.5821
1052,True,Optimization terminated successfully.,8788,11662,4359.4847,0,1,0.0072,-0.7426,-1.0013,-0.7844,-2.1313,-0.5458,0.2377,0.2913,0.6295,2.2959,-1.2402,0.4878,-0.0979,0.7291,-0.3416,1.0075
1053,True,Optimization terminated successfully.,21878,28568,2188.2637,0,1,0.3485,-1.3876,-0.0249,-1.5808,-0.6533,-1.0305,1.3257,-0.7052,2.0847,0.7422,0.4747,-1.1434,3.6570,-0.2591,1.1825,0.6099
1054,True,Optimization terminated successfully.,21885,28592,573.0952,0,1,-0.4270,-0.9963,-1.4832,-0.6706,-1.4724,0.1664,1.1060,2.7264,1.3653,2.3495,-3.6064,-0.8224,-1.0669,1.2843,-0.1676,2.0370
1055,True,Optimization terminated successfully.,8273,10998,2549.8236,0,1,-0.0950,-0.7468,-0.7403,-0.3415,-1.7224,-0.4056,0.2060,0.7600,-1.1204,0.2871,-1.7233,0.5346,1.2128,4.1120,0.3782,1.1529
1056,True,Optimization terminated successfully.,15522,20415,4220.0573,0,1,-0.1656,-1.0004,-0.9123,-0.0287,-1.2313,-0.2653,0.7769,0.9766,-0.7674,0.5087,-2.1646,0.0511,-0.9860,3.4915,0.6531,1.4604
1057,True,Optimization terminated successfully.,9738,12870,2185.7587,0,1,0.0334,-0.7360,-0.2149,-0.7880,-0.5004,-0.5320,0.6491,0.7916,1.4505,1.7591,-1.2280,0.3192,1.6706,1.0838,-0.5444,1.2621
1058,True,Optimization terminated successfully.,8517,11228,7100.6343,0,1,0.2518,-0.9339,-0.5279,-1.1829,-0.4517,-0.9406,0.3176,-0.3658,0.0260,0.5163,0.0940,0.3324,1.6202,2.1225,-1.0293,0.5094
1059,True,Optimization terminated successfully.,12700,16709,1138.0077,0,1,0.0081,0.0931,-0.4565,-0.8135,0.3948,-0.5089,-0.8445,1.6904,1.1815,-0.8876,-1.3120,2.3114,0.1094,1.4262,4.4463,1.2064
1060,True,Optimization terminated successfully.,9204,12152,4412.1423,0,1,0.2789,-1.2725,-1.8011,-0.8067,-1.7458,-1.0038,0.6555,0.7545,0.2086,1.1905,0.2927,-0.4599,-0.0726,1.4330,0.2688,0.3497
1061,True,Optimization terminated successfully.,19920,26058,522.6687,0,1,-0.2101,-1.0431,0.1099,-0.7655,-1.4186,-0.1532,0.9721,-0.1041,1.0457,1.7753,-2.5432,-0.6409,2.9435,1.5002,0.1866,1.6531
1062,True,Optimization terminated successfully.,12881,16889,1647.6405,0,1,-0.1957,-0.5568,-1.9253,-0.8430,-1.5171,-0.2391,0.0463,3.1109,0.6155,0.3688,-2.2933,0.7489,-1.6149,1.9873,0.8830,1.3643
1063,True,Optimization terminated successfully.,12011,15840,1399.9333,1,0,-0.0532,-1.6827,0.5490,-0.5414,-0.6663,-0.4204,1.9477,-1.4966,0.6198,0.9464,-1.6295,-2.1582,5.0063,2.0959,1.3426,1.3306
1064,True,Optimization terminated successfully.,11440,15092,3531.8494,0,1,0.3077,-1.4062,-0.0610,-0.7470,-0.7981,-0.9490,1.4315,0.4599,0.4548,1.3824,0.1975,-1.5499,2.3606,2.5368,-0.9137,0.8157
1065,True,Optimization terminated successfully.,13627,17894,759.5400,0,1,0.0617,-0.3313,-0.7088,-0.4842,-1.0953,-0.6501,-0.4246,0.6832,-0.0322,0.6170,-0.8983,1.3912,1.9845,2.7017,1.9095,0.7904
1066,True,Optimization terminated successfully.,38755,50595,414.7199,0,1,-0.1013,-0.5256,-0.2419,-0.3228,-0.6945,-0.3716,0.0924,0.4767,0.3822,0.4581,-1.8182,0.7436,2.2971,2.5744,2.2902,1.2940
1067,True,Optimization terminated successfully.,8894,11827,5590.9829,0,1,0.5551,-1.4338,-0.6847,-0.8206,-0.8404,-1.4434,0.6406,-0.9899,0.0680,0.0738,1.7722,-0.7951,3.8787,1.7118,0.7436,-0.2887
1068,True,Optimization terminated successfully.,15827,20863,820.8680,0,1,-0.2800,-1.2979,0.3590,-0.4200,0.2517,-0.0650,1.4246,-0.5510,0.9627,-1.2833,-2.8385,-1.3638,3.7354,1.8976,4.8712,1.7205
1069,True,Optimization terminated successfully.,10895,14307,1076.8554,0,1,0.3253,0.0920,-1.6183,-1.5491,-0.3204,-1.0230,-1.0651,2.2541,1.8246,0.0257,0.3968,2.6601,-0.5330,0.2532,2.7144,0.5333
1070,True,Optimization terminated successfully.,28357,37051,642.9573,1,0,-0.2004,-0.8522,-0.4252,-1.1533,0.7010,-0.2066,0.7560,0.7678,2.0217,-1.9397,-2.3665,-0.2245,1.7012,0.1412,5.9287,1.5276
1071,True,Optimization terminated successfully.,9522,12651,5276.5105,0,1,0.1706,-0.5808,-1.4190,-1.5064,-0.1961,-0.8308,-0.4565,1.4341,1.5438,0.2539,-0.2978,1.2475,0.5719,0.5743,-0.3194,0.5026
1072,True,Optimization terminated successfully.,22064,28846,2611.1981,0,1,0.3587,-0.8066,-1.6671,-1.1843,-1.2608,-1.0758,0.3036,1.9931,0.6616,1.0434,0.5763,0.3326,0.1467,1.6984,-0.3239,0.4477
1073,True,Optimization terminated successfully.,17257,22654,580.6716,0,1,-0.2545,-1.1310,-0.7630,-1.1667,-0.6660,-0.0788,1.3048,1.5339,2.1902,0.5488,-2.7734,-1.0856,0.7225,-0.0816,2.3668,1.8282
1074,True,Optimization terminated successfully.,20178,26397,886.4666,1,0,-0.1649,-1.0322,-0.0530,0.8837,-1.8855,-0.2368,1.0257,0.5120,-1.3629,3.3927,-2.2588,-0.6034,2.1728,5.3489,-2.1082,1.5626
1075,True,Optimization terminated successfully.,6979,9304,4386.5211,0,1,-0.1503,-1.2003,-0.1609,-0.8271,0.1669,-0.2826,0.8372,1.9448,1.5818,0.4802,-2.1079,-0.1674,-0.7719,0.5185,0.6003,1.5030
1076,True,Optimization terminated successfully.,21048,27694,3964.8529,0,1,-0.0664,-0.8796,-0.5461,-1.1420,-1.2568,-0.4616,0.3713,0.6318,-0.2242,0.2210,-1.5542,0.3757,1.1183,2.0619,0.1858,1.1341
1077,True,Optimization terminated successfully.,20838,27258,528.7982,0,1,-0.5338,-1.4966,-1.0466,-0.2151,-1.2554,0.3415,2.0011,2.4728,0.3614,2.0577,-4.2081,-2.1767,-0.5964,2.7229,0.0895,2.3161
1078,True,Optimization terminated successfully.,17892,23325,769.5031,1,0,-0.1902,-0.7000,0.8837,-1.2027,-1.6124,-0.2184,0.5422,-1.4233,1.8237,2.5150,-2.3254,0.0879,5.0172,0.4427,-0.7048,1.5100
1079,True,Optimization terminated successfully.,18709,24543,1121.0103,0,1,-0.4570,-0.3273,-0.4104,-0.3181,-1.2028,0.1790,0.0754,0.8681,0.4007,1.7504,-3.6948,0.9079,0.8564,2.7162,0.4794,1.9762
1080,True,Optimization terminated successfully.,13854,18179,3644.0260,0,1,-0.0942,-0.6801,-1.1575,-0.7455,-1.9405,-0.4364,-0.1092,0.0132,-0.6578,1.6359,-1.6438,0.7053,1.5516,3.0341,-0.8603,0.9619
1081,True,Optimization terminated successfully.,8544,11351,5926.6140,0,1,-0.1149,-1.1043,-0.1214,-1.3841,-0.6935,-0.3280,0.8605,-0.3408,-0.2357,-0.3423,-1.9388,-0.6192,1.8131,1.8082,0.6630,1.4347
1082,True,Optimization terminated successfully.,9836,13025,1740.7010,0,1,0.1832,0.2758,-0.8673,-0.4783,-2.0278,-0.8150,-1.2686,1.1895,0.9653,1.8485,-0.3021,2.9250,0.9094,2.3125,-1.4325,0.7142
1083,True,Optimization terminated successfully.,9324,12285,6050.8576,0,1,0.1215,-1.4210,0.2351,-0.8408,-0.9958,-0.6865,1.2894,-0.5275,-0.1373,0.3189,-0.6999,-1.0859,1.3294,2.6146,-0.0222,1.0663
1084,True,Optimization terminated successfully.,40075,52402,854.1003,0,1,-0.2400,-0.5478,-0.0062,-0.5128,-2.1852,-0.1507,0.1296,0.0499,0.6096,2.9196,-2.5952,0.7195,2.4842,2.0757,-1.5111,1.4911
1085,True,Optimization terminated successfully.,11917,15675,1056.8673,0,1,0.0829,-0.7497,-0.2627,-0.1789,0.3027,-0.6304,0.4913,0.6224,0.1569,0.1005,-0.9060,0.1992,1.6170,3.0126,3.5905,1.0668
1086,True,Optimization terminated successfully.,38921,50652,673.2043,1,0,-0.6957,-1.4176,-1.8116,-1.7418,-0.4066,0.6038,1.9475,3.8070,3.2540,0.3207,-5.0764,-2.0963,-2.5969,-1.7420,2.3973,2.6592
1087,True,Optimization terminated successfully.,8976,11909,5665.7902,0,1,0.5835,-1.3675,-0.5092,-0.9117,-1.2427,-1.4296,0.7436,-1.2510,-0.5916,0.5532,1.7911,-0.8964,2.6921,2.8583,0.5215,0.0513
1088,True,Optimization terminated successfully.,16848,22103,556.6143,0,1,-0.3527,-0.9206,-1.2462,-0.7153,-0.4576,0.0539,1.0382,2.7238,1.5809,0.4023,-3.2347,-0.5129,-1.1117,0.8048,2.6851,1.9255
1089,True,Optimization terminated successfully.,26048,33894,841.5474,0,1,-0.3576,-1.0473,-0.6159,-0.0062,-1.7397,0.0319,0.9561,1.0835,-0.5661,1.7995,-3.1899,-0.7423,1.1615,3.8002,0.0756,1.7536
1090,True,Optimization terminated successfully.,10386,13638,1178.1974,0,1,0.0162,-0.5219,-1.1258,-0.8707,-2.4104,-0.5629,-0.0466,0.7540,0.8091,3.1724,-1.1647,1.0322,1.0764,1.4085,-1.7487,0.9919
1091,True,Optimization terminated successfully.,11994,15845,3198.5134,0,1,0.4131,-1.1310,-1.3760,-0.5980,-2.0623,-1.1603,0.7694,1.0553,-0.3163,1.2826,0.8972,-0.5230,0.0837,2.9942,-0.3088,0.4198
1092,True,Optimization terminated successfully.,8155,10803,3568.9614,0,1,0.5818,-1.0439,-0.9606,-1.1941,-1.6883,-1.4429,0.3083,0.3089,0.3069,1.4110,1.8100,0.2342,0.9611,1.5365,0.2474,0.0060
1093,True,Optimization terminated successfully.,17255,22630,883.1275,0,1,-0.0679,-0.8431,-0.0713,-0.6330,-1.0779,-0.3945,0.7339,0.0098,0.5634,0.6365,-1.7141,-0.1905,2.9315,2.4878,1.1501,1.3477
1094,True,Optimization terminated successfully.,8120,10844,6332.6184,0,1,0.2522,-1.3369,-1.2749,-0.3668,-0.1799,-0.9671,0.7884,-0.2349,-0.4600,0.8837,0.1532,-0.4493,0.5402,2.0559,1.0737,0.3708
1095,True,Optimization terminated successfully.,32644,42592,974.2369,0,1,-0.5417,-0.8333,-0.7436,-0.1533,-1.2967,0.3292,0.8187,2.0433,-0.0038,1.8753,-4.1703,-0.1341,-0.4843,3.2622,0.2594,2.1739
1096,True,Optimization terminated successfully.,7041,9372,6364.8655,0,1,-0.1649,-0.9292,-1.0122,-0.6448,0.1348,-0.2671,0.7599,-0.1353,0.2208,-0.0150,-2.1740,-0.0396,0.8714,1.5026,0.6201,1.3852
1097,True,Optimization terminated successfully.,12634,16633,4147.5658,0,1,0.0247,-1.2277,-1.4565,-0.5286,-1.1396,-0.5861,1.0289,1.0725,0.0107,0.5526,-1.1114,-0.3322,-0.7348,2.1687,0.6940,1.0053
1098,True,Optimization terminated successfully.,25717,33534,623.2642,0,1,-0.1066,-0.8091,-0.9747,0.3650,-0.3790,-0.3621,0.5638,1.3547,-1.0510,-0.4336,-1.8585,-0.0563,0.9682,4.6539,3.4595,1.3124
1099,True,Optimization terminated successfully.,18047,23679,1062.4842,1,0,0.1962,-0.5817,-0.9891,1.0091,-1.4764,-0.8313,0.0747,1.4774,-2.1449,2.5892,-0.2510,0.8367,0.4222,6.3197,-0.6539,0.7740
1100,True,Optimization terminated successfully.,14403,18845,2356.7401,1,0,0.5602,-0.9444,-0.5676,0.4019,-0.9386,-1.3713,0.4288,0.7658,-1.6766,1.3420,1.6179,0.1652,1.8507,5.4965,-0.0677,0.1806
1101,True,Optimization terminated successfully.,18328,23933,627.9137,0,1,0.0103,-0.3826,-1.2677,-0.6328,-1.3564,-0.5301,-0.1740,1.8206,0.6936,1.7207,-1.2583,1.2087,0.3642,2.1303,0.1123,1.1196
1102,True,Optimization terminated successfully.,10845,14349,956.6773,0,1,-0.5130,-1.6314,-1.0135,-0.9276,-0.4868,0.3009,2.1389,1.8189,1.4340,-0.9493,-4.0700,-2.5378,0.0095,1.0304,3.7953,2.2416
1103,True,Optimization terminated successfully.,25105,32789,409.9001,0,1,-0.4908,-1.1173,-0.9876,-1.3449,-0.9684,0.2734,1.3333,2.1038,2.6152,1.2343,-3.9709,-1.1217,-0.0617,-0.6155,1.3372,2.2158
1104,True,Optimization terminated successfully.,8526,11305,3625.1863,0,1,0.0905,-0.6706,-1.5537,-1.4712,-0.7543,-0.7347,-0.2170,0.1828,1.1334,-1.0128,-0.6410,1.0645,0.9116,0.2540,3.3752,0.5715
1105,True,Optimization terminated successfully.,32321,42064,945.1531,1,0,-0.0996,-0.6045,-1.9183,1.1784,-0.8206,-0.3431,0.2859,2.8710,-2.2177,1.6742,-1.9047,0.3924,-1.5008,6.4701,0.8083,1.3496
1106,True,Optimization terminated successfully.,13114,17122,2354.6683,0,1,0.4382,-0.6964,-1.1137,0.1046,-1.3102,-1.2284,0.1005,-0.1654,-0.7685,1.6413,1.0858,0.7560,1.8470,3.9085,0.7692,0.1576
1107,True,Optimization terminated successfully.,13212,17389,1430.4192,1,0,-0.7007,-0.5011,-1.9447,-2.2406,-0.6932,0.5779,0.5220,4.0263,3.8751,1.4381,-5.0363,0.3415,-3.1325,-2.6833,0.4592,2.4907
1108,True,Optimization terminated successfully.,13820,18148,3506.0711,0,1,0.3227,-1.3227,-1.5936,-1.6560,-1.0486,-1.0231,0.9892,1.2209,1.5010,-0.1994,0.3913,-0.9646,0.5423,0.2461,1.2709,0.5293
1109,True,Optimization terminated successfully.,16902,22266,1174.9789,0,1,-0.1639,-1.0500,1.0645,-0.9520,-1.5510,-0.2147,1.0590,-0.8719,1.7954,2.7086,-2.3387,-0.9202,4.2429,0.3112,-0.3387,1.5455
1110,True,Optimization terminated successfully.,15874,20839,979.7322,0,1,-0.4253,-0.8624,-1.5030,-0.4029,-2.5041,0.1495,0.7928,2.4034,0.5390,2.8824,-3.5749,-0.3631,-0.9432,2.4337,-1.8704,1.9584
1111,True,Optimization terminated successfully.,20055,26326,873.3873,0,1,-0.1868,-0.5133,-1.5581,-0.9599,-0.3742,-0.1916,0.2508,2.8039,1.5726,0.2727,-2.3992,0.6994,-1.2723,0.4509,2.4560,1.7068
1112,True,Optimization terminated successfully.,12082,15989,958.9356,0,1,0.0002,-1.0810,-1.4355,-0.4223,0.0512,-0.4877,1.1031,2.3356,0.3839,-0.4243,-1.3833,-0.9346,-0.2577,2.6755,3.4945,1.2887
1113,True,Optimization terminated successfully.,16447,21602,489.6529,0,1,-0.5277,-1.3078,-1.3827,-1.2212,-1.3836,0.3312,1.7007,2.7768,2.2193,1.9575,-4.1591,-1.7453,-1.0709,-0.0115,0.1722,2.3015
1114,True,Optimization terminated successfully.,8593,11346,4247.1924,0,1,0.4399,-1.3143,-1.3405,-0.9523,-1.1237,-1.2795,0.4938,0.9779,-0.2300,0.1633,1.2172,-0.1419,0.2729,2.1796,1.1348,-0.1320
1115,True,Optimization terminated successfully.,17163,22505,482.7058,0,1,-0.2931,-1.0579,-0.3653,-0.7487,-0.5629,-0.0462,1.0938,0.9447,1.3319,0.5377,-2.8941,-0.8226,1.8344,1.2546,2.2928,1.7426
1116,True,Optimization terminated successfully.,46367,60228,1274.6732,0,1,-0.4895,-0.8859,-1.4877,-0.5124,0.0730,0.2605,0.7013,2.1908,0.4740,-0.2980,-3.9753,-0.0120,-1.0557,2.3813,3.3554,1.9626
1117,True,Optimization terminated successfully.,35729,46440,853.1620,0,1,-0.4935,-0.8448,0.4226,-1.5236,-0.8660,0.2455,1.0234,-0.3431,3.2186,1.6741,-3.8909,-0.5909,3.5182,-1.6259,0.9797,2.0881
