run,dp_idx,dp_label,dp_lo,dp_hi,var,norm_win_lo,norm_win_hi,intD_win,intS_win,sim_scale,entriesD,entriesS,muD,muD_err,sigD,sigD_err,statusD,chi2D,ndfD,muS,muS_err,sigS,sigS_err,statusS,chi2S,ndfS,dmu_GeV,dmu_err_GeV,dmu_MeV,dmu_err_MeV
23842,3,b3,0.000000,1.000000,Pmz,-0.048952,0.019414,26656.000000,58.441747,456.112307,30125.000000,17090.000000,-0.011937,0.000073,0.010224,0.000069,0,1614.779024,8,-0.004940,0.000052,0.005784,0.000036,0,1386.844763,8,-0.006997,0.000090,-6.997462,0.089659
23842,3,b3,0.000000,1.000000,Pmy,-0.020669,0.034890,26827.000000,59.305980,452.348986,30125.000000,17090.000000,0.007159,0.000063,0.009861,0.000057,0,244.399820,6,-0.000995,0.000051,0.006445,0.000039,0,13.626260,4,0.008153,0.000081,8.153327,0.080597
23842,4,b4,1.000000,2.000000,W,0.919767,0.998579,18256.000000,23.532239,775.786797,20335.000000,5564.000000,0.958133,0.000126,0.015867,0.000118,0,156.016354,8,0.943153,0.000195,0.012357,0.000189,0,55.404862,8,0.014979,0.000232,14.979046,0.231899
23842,4,b4,1.000000,2.000000,Em,0.004823,0.032883,17347.000000,15.632988,1109.640746,20335.000000,5564.000000,0.018385,0.000055,0.006339,0.000051,0,160.003201,11,-0.079400,0.002143,0.020019,0.000386,4,191.557437,11,0.097785,0.002144,97.785048,2.143898
23842,4,b4,1.000000,2.000000,Pmz,-0.042615,0.014442,18770.000000,23.719513,791.331594,20335.000000,5564.000000,-0.012690,0.000068,0.008389,0.000063,0,776.926615,6,-0.004695,0.000082,0.005746,0.000067,0,142.716232,6,-0.007996,0.000106,-7.995516,0.106384
23842,4,b4,1.000000,2.000000,Pmy,-0.018319,0.037575,18416.000000,23.688555,777.421839,20335.000000,5564.000000,0.009777,0.000079,0.010248,0.000071,0,125.964094,6,-0.000349,0.000099,0.007175,0.000081,0,9.028935,6,0.010126,0.000127,10.126126,0.127194
23842,5,b5,2.000000,3.000000,W,0.922574,0.995741,1131.000000,0.000000,1.000000,1331.000000,0.000000,0.959276,0.000446,0.014296,0.000398,0,16.082208,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.959276,0.000446,959.275991,0.445888
23842,5,b5,2.000000,3.000000,Em,0.007374,0.033575,1112.000000,0.000000,1.000000,1331.000000,0.000000,0.021100,0.000185,0.005655,0.000183,0,16.445735,10,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.021100,0.000185,21.099523,0.185191
23842,5,b5,2.000000,3.000000,Pmz,-0.042219,0.016041,1137.000000,0.000000,1.000000,1331.000000,0.000000,-0.014002,0.000234,0.007684,0.000222,0,47.094203,7,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,-0.014002,0.000234,-14.001677,0.234022
23842,5,b5,2.000000,3.000000,Pmy,-0.017435,0.046267,1054.000000,0.000000,1.000000,1331.000000,0.000000,0.015479,0.000356,0.011296,0.000324,0,15.617171,8,0.000000,0.000000,0.000000,0.000000,-999,0.000000,0,0.015479,0.000356,15.479215,0.356149
23844,0,full,-10.000000,20.000000,W,0.905459,1.005961,157331.000000,200.397672,785.093952,235178.000000,95136.000000,0.953233,0.000059,0.021187,0.000058,0,2312.756887,11,0.945482,0.000059,0.013799,0.000051,0,4286.492015,11,0.007751,0.000083,7.751453,0.083201
