toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_b1_A,dthe_b1_B,dpe_b1_A,dpe_b1_B,dthp,dpp_b1_A,dpp_b1_B
1575,True,Optimization terminated successfully.,1845,2835,437.4957,0,1,-0.2805,-0.7926,-0.0628,0.7129,1.7239,-2.8376,-0.1684
1576,True,Optimization terminated successfully.,1824,2802,354.2808,0,1,-0.0070,-0.4195,-0.5103,-0.1068,1.0988,-1.3432,1.0917
1577,True,Optimization terminated successfully.,1952,3007,434.3117,0,1,-0.0326,-0.4475,-0.4637,-0.0031,1.1808,-1.4897,0.9660
1578,True,Optimization terminated successfully.,1563,2438,435.8421,0,1,-0.0731,-0.4465,-0.4105,0.0344,1.2381,-1.6910,0.9025
1579,True,Optimization terminated successfully.,1960,3047,407.6477,0,1,0.0272,-0.2900,-0.5662,-0.2843,1.0345,-1.1393,1.4443
1580,True,Optimization terminated successfully.,1737,2698,406.7806,0,1,-0.0519,-0.4536,-0.4588,-0.0635,1.1488,-1.5276,1.0210
1581,True,Optimization terminated successfully.,1818,2836,426.1750,1,0,1.0900,1.5768,-2.3104,-4.0452,-1.5065,4.7018,7.2748
1582,True,Optimization terminated successfully.,2094,3249,432.7745,0,1,0.0278,-0.3194,-0.5756,-0.2971,1.0099,-1.1377,1.4638
1583,True,Optimization terminated successfully.,1951,2991,418.2328,0,1,0.0934,-0.1643,-0.6760,-0.6048,0.8766,-0.7865,1.8851
1584,True,Optimization terminated successfully.,1920,2980,457.4754,0,1,-0.0527,-0.5072,-0.4338,0.0358,1.2014,-1.5895,0.9111
1585,True,Optimization terminated successfully.,1908,2938,395.8088,0,1,0.4811,0.4634,-1.3067,-1.9030,-0.0267,1.3401,3.8997
1586,True,Optimization terminated successfully.,1966,3040,426.9763,0,1,-0.0565,-0.4211,-0.4411,-0.0651,1.1722,-1.5734,1.0301
1587,True,Optimization terminated successfully.,1890,2938,519.7401,0,1,0.1513,-0.0301,-0.7680,-0.7823,0.7493,-0.5011,2.2091
1588,True,Optimization terminated successfully.,1963,3033,387.3933,0,1,-0.0275,-0.4472,-0.4824,-0.0556,1.1262,-1.4429,0.9872
1589,True,Optimization terminated successfully.,2059,3165,454.8834,0,1,-0.3652,-0.8686,0.0741,0.8683,1.9205,-3.2972,-0.3844
1590,True,Optimization terminated successfully.,1843,2833,417.6269,0,1,-0.0937,-0.4919,-0.3781,0.0870,1.3210,-1.7780,0.8205
1591,True,Optimization terminated successfully.,1879,2864,430.6584,0,1,0.1171,-0.1793,-0.7169,-0.5586,0.7766,-0.6446,1.8013
1592,True,Optimization terminated successfully.,1785,2773,427.3039,0,1,-0.0488,-0.4824,-0.4412,0.0195,1.2112,-1.5928,0.8948
1593,True,Optimization terminated successfully.,1474,2307,387.4417,0,1,0.0557,-0.3079,-0.6029,-0.2875,0.9906,-1.0347,1.3883
1594,True,Optimization terminated successfully.,1677,2624,394.5292,0,1,-0.0766,-0.4490,-0.3900,0.0532,1.2845,-1.7406,0.8785
1595,True,Optimization terminated successfully.,1985,3069,408.0533,0,1,-0.0020,-0.3796,-0.5339,-0.1657,1.0484,-1.2811,1.1671
1596,True,Optimization terminated successfully.,1739,2700,466.7684,0,1,-0.0600,-0.5016,-0.4414,0.0622,1.1702,-1.5804,0.8486
1597,True,Optimization terminated successfully.,1958,3034,347.7926,0,1,-0.1841,-0.6418,-0.2320,0.4574,1.4910,-2.2711,0.2770
1598,True,Optimization terminated successfully.,1969,3035,456.5074,0,1,-0.0188,-0.4207,-0.4945,-0.0812,1.1317,-1.3963,1.0653
1599,True,Optimization terminated successfully.,1889,2938,470.0373,0,1,-0.0674,-0.4388,-0.4149,0.0162,1.2131,-1.6724,0.9309
1600,True,Optimization terminated successfully.,2017,3096,511.9242,0,1,-0.1494,-0.5287,-0.2847,0.2182,1.3878,-2.1097,0.6301
1601,True,Optimization terminated successfully.,1657,2532,453.0866,0,1,-0.0757,-0.4591,-0.4035,0.0378,1.2406,-1.7014,0.9010
1602,True,Optimization terminated successfully.,1676,2610,474.6859,0,1,-0.0711,-0.5155,-0.4046,0.0267,1.2427,-1.7014,0.8948
1603,True,Optimization terminated successfully.,1970,3031,466.1076,0,1,0.0284,-0.3216,-0.5577,-0.2609,1.0388,-1.1610,1.3254
1604,True,Optimization terminated successfully.,1763,2755,437.3006,0,1,-0.1150,-0.4912,-0.3295,0.1367,1.3682,-1.9404,0.7550
1605,True,Optimization terminated successfully.,1781,2780,429.6139,0,1,-0.1723,-0.6856,-0.2384,0.4540,1.4993,-2.2367,0.2173
1606,True,Optimization terminated successfully.,1962,3064,376.6252,0,1,-0.1401,-0.6253,-0.2965,0.3162,1.4024,-2.0487,0.4198
1607,True,Optimization terminated successfully.,1812,2809,417.1753,0,1,-0.1016,-0.5850,-0.3474,0.2452,1.3355,-1.8766,0.5402
1608,True,Optimization terminated successfully.,1946,2987,403.4406,0,1,-0.0107,-0.3600,-0.4972,-0.2088,1.1018,-1.3904,1.2306
1609,True,Optimization terminated successfully.,1986,3064,510.6314,0,1,0.3465,0.2673,-1.1013,-1.4229,0.2659,0.6396,3.1595
1610,True,Optimization terminated successfully.,1611,2483,373.8205,0,1,-0.1181,-0.6552,-0.3202,0.4100,1.3849,-1.9916,0.3498
1611,True,Optimization terminated successfully.,1904,2943,405.3549,0,1,-0.1271,-0.5199,-0.3216,0.1288,1.3349,-1.9780,0.7400
1612,True,Optimization terminated successfully.,1772,2735,456.9437,0,1,0.1257,-0.1383,-0.7356,-0.6332,0.7902,-0.5840,1.9558
1613,True,Optimization terminated successfully.,1556,2423,499.1316,0,1,0.0042,-0.3400,-0.5357,-0.2014,1.0646,-1.2620,1.2237
1614,True,Optimization terminated successfully.,1926,2986,454.6824,0,1,-0.0823,-0.6256,-0.3847,0.2564,1.2794,-1.7775,0.5448
1615,True,Optimization terminated successfully.,1729,2716,487.4179,0,1,-0.5369,-1.2580,0.3408,1.6523,2.3100,-4.2073,-1.6697
1616,True,Optimization terminated successfully.,1893,2913,456.3761,0,1,0.3804,0.3505,-1.1398,-1.5662,0.2073,0.7595,3.4109
1617,True,Optimization terminated successfully.,1768,2719,434.5726,0,1,-0.1323,-0.6362,-0.3122,0.3007,1.3847,-2.0132,0.4531
1618,True,Optimization terminated successfully.,1771,2733,464.5698,0,1,-0.0392,-0.4068,-0.4670,-0.0976,1.1411,-1.5018,1.0356
1619,True,Optimization terminated successfully.,1955,3030,421.9541,0,1,-0.1001,-0.5530,-0.3717,0.1932,1.2833,-1.8290,0.6528
1620,True,Optimization terminated successfully.,2004,3102,498.5771,0,1,-0.3110,-0.8271,-0.0209,0.8200,1.8047,-2.9820,-0.3222
1621,True,Optimization terminated successfully.,1908,2961,421.0616,0,1,0.1197,-0.1498,-0.7197,-0.6127,0.7916,-0.6440,1.9519
1622,True,Optimization terminated successfully.,1746,2677,498.9529,0,1,-0.0740,-0.4572,-0.4019,0.0509,1.2684,-1.7039,0.8334
1623,True,Optimization terminated successfully.,1598,2496,379.0624,0,1,0.0858,-0.2695,-0.6641,-0.3885,0.8846,-0.8316,1.5780
1624,True,Optimization terminated successfully.,1509,2348,447.3025,0,1,-0.0954,-0.4984,-0.3846,0.1042,1.2433,-1.7672,0.8164
1625,True,Optimization terminated successfully.,1847,2867,394.1987,0,1,-0.0201,-0.4298,-0.4824,-0.0465,1.1589,-1.4440,1.0116
1626,True,Optimization terminated successfully.,1742,2692,431.1123,0,1,0.0216,-0.4342,-0.5515,-0.0904,1.0352,-1.2085,1.0834
1627,True,Optimization terminated successfully.,1766,2748,439.8757,0,1,-0.0726,-0.4995,-0.3940,0.0518,1.2502,-1.7394,0.8662
1628,True,Optimization terminated successfully.,1712,2640,443.0784,0,1,-0.0187,-0.4215,-0.4915,-0.1041,1.1446,-1.3993,1.0880
1629,True,Optimization terminated successfully.,1999,3092,524.2778,0,1,-0.0988,-0.5142,-0.3529,0.1479,1.3173,-1.8612,0.7201
1630,True,Optimization terminated successfully.,1840,2857,450.6404,0,1,-0.1597,-0.6595,-0.2727,0.4151,1.4559,-2.1534,0.2795
1631,True,Optimization terminated successfully.,1895,2909,416.3508,0,1,-0.0983,-0.4971,-0.3635,0.1264,1.2812,-1.8334,0.7603
1632,True,Optimization terminated successfully.,1831,2805,428.6189,0,1,-0.1899,-0.6572,-0.2232,0.4165,1.5174,-2.3087,0.3576
1633,True,Optimization terminated successfully.,1677,2619,406.0765,0,1,0.0100,-0.4237,-0.5384,-0.0896,1.0697,-1.2507,1.1086
1634,True,Optimization terminated successfully.,1667,2574,433.3716,0,1,-0.0579,-0.3798,-0.4254,-0.0759,1.2438,-1.6218,1.0816
1635,True,Optimization terminated successfully.,1969,3065,425.4788,0,1,-0.1062,-0.6252,-0.3365,0.3594,1.3667,-1.9214,0.4234
1636,True,Optimization terminated successfully.,1981,3088,447.2048,0,1,-0.0042,-0.3914,-0.5202,-0.1219,1.0763,-1.3210,1.1675
1637,True,Optimization terminated successfully.,1781,2778,464.6474,0,1,-0.0621,-0.4503,-0.4206,0.0301,1.2429,-1.6612,0.8917
1638,True,Optimization terminated successfully.,1925,2976,479.3242,0,1,-0.0416,-0.4272,-0.4523,-0.0025,1.2134,-1.5345,0.9190
1639,True,Optimization terminated successfully.,1754,2720,362.7373,0,1,-0.1486,-0.6287,-0.2888,0.3476,1.4092,-2.1044,0.4340
1640,True,Optimization terminated successfully.,1746,2717,496.2059,0,1,-0.0429,-0.3864,-0.4688,-0.1187,1.1750,-1.4923,1.1441
1641,True,Optimization terminated successfully.,1977,3070,444.9087,0,1,-0.4127,-1.1839,0.1472,1.4137,2.0604,-3.5561,-1.2924
1642,True,Optimization terminated successfully.,1953,2992,390.7015,0,1,-0.1862,-0.7462,-0.2197,0.5518,1.5100,-2.3332,0.0525
1643,True,Optimization terminated successfully.,1958,3018,433.2580,0,1,-0.0590,-0.4314,-0.4265,0.0002,1.2074,-1.6440,0.9773
1644,True,Optimization terminated successfully.,1750,2724,406.7025,0,1,-0.1305,-0.5698,-0.2970,0.2379,1.4071,-2.0628,0.5815
1645,True,Optimization terminated successfully.,1699,2623,515.5834,0,1,-0.2773,-0.9000,-0.0661,0.8956,1.7587,-2.8264,-0.4612
1646,True,Optimization terminated successfully.,1831,2811,482.1440,0,1,-0.4793,-1.2052,0.2640,1.4777,2.2152,-3.9483,-1.3839
1647,True,Optimization terminated successfully.,2040,3143,485.4060,0,1,-0.0658,-0.4713,-0.4099,0.0602,1.2450,-1.6645,0.8654
1648,True,Optimization terminated successfully.,1891,2916,415.5577,0,1,-0.0678,-0.4069,-0.4211,-0.0339,1.1924,-1.6473,1.0530
1649,True,Optimization terminated successfully.,1828,2836,430.9386,0,1,-0.1658,-0.6216,-0.2517,0.3614,1.4594,-2.2165,0.3794
1650,True,Optimization terminated successfully.,1968,3050,388.3112,0,1,-0.0790,-0.4672,-0.4002,0.0495,1.2600,-1.7264,0.8670
1651,True,Optimization terminated successfully.,1937,2987,400.5352,0,1,-0.0792,-0.4397,-0.3925,0.0132,1.2606,-1.7452,0.9211
1652,True,Optimization terminated successfully.,1606,2510,443.6522,0,1,-0.0769,-0.5318,-0.3953,0.1700,1.2645,-1.7295,0.6687
1653,True,Optimization terminated successfully.,1764,2748,366.3872,0,1,-0.2409,-0.7879,-0.1266,0.6842,1.6580,-2.6388,-0.1461
1654,True,Optimization terminated successfully.,1739,2708,424.4251,0,1,-0.1616,-0.6874,-0.2456,0.4807,1.5095,-2.2188,0.1879
1655,True,Optimization terminated successfully.,1796,2801,512.9441,1,0,-0.7922,-1.7328,0.7573,2.5591,2.9040,-5.6355,-3.0387
1656,True,Optimization terminated successfully.,1673,2601,488.2883,0,1,-0.0402,-0.4539,-0.4538,-0.0187,1.1953,-1.5278,0.9598
1657,True,Optimization terminated successfully.,1907,2919,411.9769,0,1,0.0640,-0.2739,-0.6226,-0.3226,0.9767,-0.9555,1.4651
1658,True,Optimization terminated successfully.,2135,3281,356.6152,0,1,-0.0007,-0.3606,-0.5167,-0.2013,1.0741,-1.3150,1.2511
1659,True,Optimization terminated successfully.,2102,3250,403.3793,0,1,0.1047,-0.2159,-0.6914,-0.4720,0.8510,-0.7473,1.6758
1660,True,Optimization terminated successfully.,2036,3130,371.7539,0,1,-0.0752,-0.5886,-0.3971,0.2126,1.2675,-1.7320,0.5855
1661,True,Optimization terminated successfully.,1769,2739,467.4019,0,1,-0.0409,-0.3908,-0.4523,-0.0613,1.1840,-1.5431,1.0284
1662,True,Optimization terminated successfully.,1890,2936,357.6026,1,0,-0.7272,-1.6702,0.6631,2.4393,2.7764,-5.2816,-2.8844
1663,True,Optimization terminated successfully.,1972,3030,513.3112,0,1,-0.0639,-0.3829,-0.4184,-0.0261,1.2434,-1.6454,1.0057
1664,True,Optimization terminated successfully.,1800,2800,445.6859,0,1,-0.1691,-0.6153,-0.2394,0.3610,1.4645,-2.2620,0.4096
1665,True,Optimization terminated successfully.,1830,2830,439.7922,0,1,-0.1685,-0.5924,-0.2640,0.2832,1.4459,-2.1681,0.4972
1666,True,Optimization terminated successfully.,1770,2770,505.6355,0,1,-0.3441,-0.9860,0.0394,1.0863,1.8947,-3.1888,-0.7331
1667,True,Optimization terminated successfully.,1839,2862,421.8927,0,1,-0.4055,-0.9992,0.1260,1.1148,1.9829,-3.4826,-0.7508
1668,True,Optimization terminated successfully.,1909,2957,408.2742,0,1,-0.1826,-0.6062,-0.2298,0.3915,1.5001,-2.2732,0.3451
1669,True,Optimization terminated successfully.,1671,2616,420.7665,0,1,-0.1698,-0.6207,-0.2492,0.3648,1.4773,-2.2304,0.3972
1670,True,Optimization terminated successfully.,1983,3027,334.6591,0,1,-0.0506,-0.4963,-0.4300,0.0690,1.2053,-1.5947,0.8969
1671,True,Optimization terminated successfully.,1615,2511,445.5904,0,1,-0.1372,-0.6448,-0.2945,0.3536,1.4003,-2.0655,0.3989
1672,True,Optimization terminated successfully.,1954,3045,421.7507,0,1,-0.0820,-0.4670,-0.3887,0.0604,1.2730,-1.7405,0.8260
1673,True,Optimization terminated successfully.,1779,2775,436.0822,0,1,-0.0287,-0.4399,-0.4760,-0.0546,1.1545,-1.4515,1.0587
1674,True,Optimization terminated successfully.,1960,3001,430.2231,0,1,-0.1348,-0.5367,-0.3209,0.1628,1.3538,-1.9985,0.6636
1675,True,Optimization terminated successfully.,1748,2704,461.9905,0,1,-0.1138,-0.5512,-0.3321,0.2322,1.3574,-1.9515,0.6018
1676,True,Optimization terminated successfully.,2040,3146,429.1275,0,1,-0.0645,-0.4517,-0.4198,0.0190,1.2271,-1.6645,0.9040
1677,True,Optimization terminated successfully.,1557,2438,427.5202,0,1,-0.1176,-0.4779,-0.3323,0.1116,1.3714,-1.9504,0.7677
1678,True,Optimization terminated successfully.,1823,2843,416.8842,0,1,-0.1573,-0.6302,-0.2634,0.3660,1.4745,-2.1720,0.3681
1679,True,Optimization terminated successfully.,1813,2801,479.4752,0,1,-0.0828,-0.5357,-0.3860,0.1759,1.3167,-1.7614,0.6314
1680,True,Optimization terminated successfully.,1761,2710,411.2077,0,1,-0.0514,-0.4468,-0.4517,-0.0341,1.1561,-1.5445,0.9969
1681,True,Optimization terminated successfully.,1673,2588,423.8381,0,1,0.0114,-0.3403,-0.5392,-0.2363,1.0548,-1.2428,1.3357
1682,True,Optimization terminated successfully.,1606,2493,432.8895,0,1,0.0564,-0.2790,-0.6223,-0.3559,0.9393,-0.9936,1.4993
1683,True,Optimization terminated successfully.,1677,2604,425.9639,0,1,-0.0726,-0.4452,-0.4060,0.0473,1.2306,-1.6934,0.8900
1684,True,Optimization terminated successfully.,1965,3018,452.3438,0,1,-0.1564,-0.6655,-0.2729,0.4186,1.4383,-2.1539,0.2305
1685,True,Optimization terminated successfully.,1932,2980,469.3458,0,1,-0.0385,-0.4707,-0.4635,0.0154,1.1994,-1.5056,0.8932
1686,True,Optimization terminated successfully.,1917,2948,356.7860,0,1,-0.0795,-0.5448,-0.3927,0.2097,1.2895,-1.7524,0.6420
1687,True,Optimization terminated successfully.,1783,2773,525.8812,0,1,-0.0912,-0.5554,-0.3909,0.2125,1.2624,-1.7504,0.6010
1688,True,Optimization terminated successfully.,1920,3000,449.0186,0,1,0.0657,-0.2835,-0.6177,-0.3100,0.9804,-0.9737,1.4234
1689,True,Optimization terminated successfully.,1693,2639,296.9828,0,1,-0.3025,-0.7637,-0.0292,0.7286,1.7949,-2.9577,-0.1151
1690,True,Optimization terminated successfully.,1933,2970,448.6243,0,1,-0.0933,-0.4832,-0.3749,0.0867,1.2883,-1.8139,0.8193
1691,True,Optimization terminated successfully.,1868,2891,483.7355,0,1,-0.0926,-0.5227,-0.3700,0.1207,1.2737,-1.8055,0.7395
1692,True,Optimization terminated successfully.,1927,2981,427.0046,0,1,-0.4594,-1.2030,0.2306,1.4896,2.1689,-3.8421,-1.3735
1693,True,Optimization terminated successfully.,1803,2799,562.3383,0,1,0.0299,-0.4004,-0.5759,-0.1343,0.9791,-1.1247,1.1362
1694,True,Optimization terminated successfully.,1818,2813,440.9749,0,1,-0.1703,-0.5589,-0.2498,0.2570,1.4325,-2.2117,0.5683
1695,True,Optimization terminated successfully.,1974,3061,449.1214,0,1,0.1307,-0.1084,-0.7222,-0.5867,0.8110,-0.6336,1.8939
1696,True,Optimization terminated successfully.,1879,2914,408.1621,0,1,-0.1146,-0.6300,-0.3249,0.3491,1.3909,-1.9629,0.4174
1697,True,Optimization terminated successfully.,1580,2476,484.2153,0,1,-0.1323,-0.5938,-0.3100,0.2434,1.3741,-2.0233,0.5693
1698,True,Optimization terminated successfully.,1863,2886,523.9034,0,1,-0.0200,-0.3788,-0.4917,-0.1188,1.1351,-1.4018,1.1102
1699,True,Optimization terminated successfully.,1692,2633,319.5552,0,1,-0.0868,-0.5411,-0.3862,0.0759,1.2492,-1.7640,0.8186
1700,True,Optimization terminated successfully.,1744,2717,485.8075,0,1,-0.1339,-0.5522,-0.3176,0.1919,1.3474,-1.9907,0.6338
1701,True,Optimization terminated successfully.,1912,2965,461.5848,0,1,-0.1031,-0.4497,-0.3477,0.0766,1.3556,-1.8776,0.7846
1702,True,Optimization terminated successfully.,1932,2998,433.9553,0,1,-0.5219,-1.2216,0.3162,1.5921,2.2430,-4.1210,-1.5238
1703,True,Optimization terminated successfully.,1731,2690,383.7585,0,1,0.0670,-0.2647,-0.6371,-0.3950,0.8858,-0.9265,1.6009
1704,True,Optimization terminated successfully.,1850,2868,450.4663,0,1,-0.0993,-0.5448,-0.3553,0.1674,1.3104,-1.8579,0.7202
1705,True,Optimization terminated successfully.,1291,2051,481.7864,0,1,-0.1370,-0.6560,-0.2902,0.3801,1.4548,-2.0822,0.3420
1706,True,Optimization terminated successfully.,1816,2823,510.8226,0,1,-0.1530,-0.5963,-0.2744,0.2602,1.4292,-2.1330,0.5321
1707,True,Optimization terminated successfully.,1887,2943,399.3429,0,1,0.0118,-0.3326,-0.5297,-0.2396,1.0930,-1.2909,1.2980
1708,True,Optimization terminated successfully.,2072,3204,324.6117,0,1,0.0246,-0.2826,-0.5671,-0.3099,1.0104,-1.1668,1.4426
1709,True,Optimization terminated successfully.,1813,2841,454.9882,0,1,0.0027,-0.3785,-0.5135,-0.1360,1.1021,-1.3388,1.1911
1710,True,Optimization terminated successfully.,1893,2933,409.8264,0,1,0.1030,-0.2670,-0.6934,-0.4171,0.8329,-0.7426,1.6032
1711,True,Optimization terminated successfully.,1583,2465,475.1501,0,1,-0.1164,-0.4995,-0.3271,0.1630,1.3388,-1.9579,0.7200
1712,True,Optimization terminated successfully.,1915,2938,493.7758,0,1,-0.0605,-0.4392,-0.4235,-0.0431,1.2033,-1.6352,1.0320
1713,True,Optimization terminated successfully.,1802,2811,447.7272,0,1,-0.0973,-0.5182,-0.3708,0.1552,1.3221,-1.7944,0.7406
1714,True,Optimization terminated successfully.,1532,2402,374.8308,0,1,-0.1151,-0.6164,-0.3420,0.2984,1.3248,-1.9329,0.4828
1715,True,Optimization terminated successfully.,1679,2585,445.0873,0,1,-0.1149,-0.5525,-0.3463,0.2206,1.3635,-1.9069,0.6281
1716,True,Optimization terminated successfully.,1783,2778,437.9552,0,1,-0.1442,-0.6347,-0.2890,0.3818,1.4173,-2.1070,0.3545
1717,True,Optimization terminated successfully.,1811,2813,436.9093,0,1,-0.1658,-0.7067,-0.2545,0.4731,1.4757,-2.2131,0.2077
1718,True,Optimization terminated successfully.,2068,3194,453.7846,0,1,-0.0217,-0.4226,-0.4850,-0.0851,1.1554,-1.4350,1.0931
1719,True,Optimization terminated successfully.,1758,2711,457.4076,0,1,0.0478,-0.2551,-0.6033,-0.4463,0.9681,-1.0272,1.6152
1720,True,Optimization terminated successfully.,1702,2663,432.9866,0,1,-0.1081,-0.5261,-0.3465,0.1285,1.3347,-1.9000,0.7369
1721,True,Optimization terminated successfully.,2092,3218,436.0909,0,1,-0.1631,-0.6637,-0.2521,0.4452,1.5000,-2.2048,0.2686
1722,True,Optimization terminated successfully.,1889,2885,391.0189,0,1,-0.1644,-0.5821,-0.2602,0.3160,1.4714,-2.1982,0.4939
1723,True,Optimization terminated successfully.,1638,2573,500.5351,0,1,-0.0926,-0.4995,-0.3749,0.0783,1.2651,-1.7852,0.7897
1724,True,Optimization terminated successfully.,2152,3327,445.8481,0,1,-0.1641,-0.5890,-0.2526,0.3077,1.4463,-2.2062,0.5090
1725,True,Optimization terminated successfully.,1842,2842,434.6553,0,1,0.1410,-0.0633,-0.7481,-0.7301,0.7662,-0.5453,2.0980
1726,True,Optimization terminated successfully.,1787,2806,420.0880,0,1,-0.0047,-0.4171,-0.5164,-0.1106,1.0811,-1.3183,1.0944
1727,True,Optimization terminated successfully.,1785,2779,428.5259,0,1,0.0598,-0.2381,-0.6235,-0.3904,0.9690,-0.9581,1.5547
1728,True,Optimization terminated successfully.,1570,2446,459.9156,0,1,-0.0620,-0.5553,-0.4167,0.0892,1.2397,-1.6653,0.8129
1729,True,Optimization terminated successfully.,1563,2456,440.3569,0,1,-0.1342,-0.5506,-0.3124,0.2316,1.3761,-2.0261,0.6423
1730,True,Optimization terminated successfully.,1574,2453,395.1577,0,1,-0.0957,-0.5359,-0.3738,0.1722,1.3120,-1.8127,0.6809
1731,True,Optimization terminated successfully.,1734,2676,432.5556,0,1,-0.3166,-0.8696,-0.0078,0.8328,1.8111,-3.0390,-0.3507
1732,True,Optimization terminated successfully.,1928,2976,540.2674,0,1,-0.0761,-0.4757,-0.3986,0.0754,1.2694,-1.7336,0.8039
1733,True,Optimization terminated successfully.,2036,3188,430.8769,0,1,0.0309,-0.2918,-0.5870,-0.3432,0.9953,-1.0886,1.4910
1734,True,Optimization terminated successfully.,1955,3066,415.4823,0,1,-0.0309,-0.3838,-0.4611,-0.1212,1.1820,-1.4939,1.1346
1735,True,Optimization terminated successfully.,1828,2846,417.7377,0,1,-0.2882,-0.8880,-0.0546,0.8319,1.7485,-2.8751,-0.3919
1736,True,Optimization terminated successfully.,1968,3096,432.4192,1,0,-0.9400,-2.0481,1.0095,3.2153,3.2972,-6.4444,-4.0769
1737,True,Optimization terminated successfully.,2043,3141,447.1763,0,1,-0.1137,-0.5258,-0.3339,0.1716,1.3610,-1.9436,0.6933
1738,True,Optimization terminated successfully.,2005,3106,408.4419,0,1,-0.0987,-0.4698,-0.3691,0.0697,1.3097,-1.8255,0.8373
1739,True,Optimization terminated successfully.,1941,2995,400.3837,0,1,0.0603,-0.2555,-0.6139,-0.3823,0.9574,-0.9729,1.4899
1740,True,Optimization terminated successfully.,1746,2684,478.0704,0,1,-0.2855,-0.8683,-0.0544,0.7854,1.7397,-2.8766,-0.2643
1741,True,Optimization terminated successfully.,1728,2697,442.9912,0,1,0.0218,-0.2456,-0.5714,-0.4138,0.9838,-1.1429,1.5758
1742,True,Optimization terminated successfully.,2241,3432,477.8837,0,1,-0.1816,-0.7824,-0.2125,0.5733,1.5341,-2.3420,0.0362
1743,True,Optimization terminated successfully.,1558,2424,408.9842,0,1,0.0976,-0.2599,-0.6857,-0.4466,0.8459,-0.7599,1.5920
1744,True,Optimization terminated successfully.,1614,2492,424.6953,0,1,-0.0904,-0.4516,-0.3795,0.0290,1.2740,-1.7800,0.9264
1745,True,Optimization terminated successfully.,1869,2904,431.6702,0,1,-0.0886,-0.5105,-0.3721,0.1634,1.3068,-1.7915,0.6851
1746,True,Optimization terminated successfully.,1739,2711,428.9517,0,1,-0.1016,-0.4663,-0.3630,0.0111,1.3146,-1.8263,0.9338
1747,True,Optimization terminated successfully.,1959,3030,379.8838,0,1,-0.0550,-0.4665,-0.4326,0.0069,1.2374,-1.6063,0.8996
1748,True,Optimization terminated successfully.,2041,3145,446.1630,0,1,-0.1574,-0.5614,-0.2764,0.2501,1.4036,-2.1284,0.5640
1749,True,Optimization terminated successfully.,2125,3281,376.5999,0,1,-0.2380,-0.7246,-0.1328,0.5378,1.6273,-2.5998,0.1233
1750,True,Optimization terminated successfully.,1606,2487,411.0635,0,1,-0.0884,-0.4538,-0.3830,0.0213,1.3103,-1.7623,0.9531
1751,True,Optimization terminated successfully.,1872,2899,364.4584,0,1,-0.2053,-0.7447,-0.1901,0.5333,1.5355,-2.4190,0.0652
1752,True,Optimization terminated successfully.,1577,2455,419.9936,0,1,-0.1429,-0.6584,-0.2758,0.3503,1.4415,-2.1258,0.3920
1753,True,Optimization terminated successfully.,1559,2400,444.2725,0,1,-0.1021,-0.6239,-0.3465,0.3289,1.3539,-1.8841,0.4017
1754,True,Optimization terminated successfully.,1713,2640,384.8749,0,1,-0.0067,-0.3759,-0.5211,-0.1787,1.0856,-1.3154,1.2119
1755,True,Optimization terminated successfully.,2205,3390,423.8248,0,1,-0.1282,-0.6355,-0.3198,0.2842,1.3846,-1.9894,0.4947
1756,True,Optimization terminated successfully.,1960,3020,461.2567,0,1,-0.1685,-0.5959,-0.2612,0.3501,1.4173,-2.1729,0.4479
1757,True,Optimization terminated successfully.,1818,2840,397.4668,0,1,-0.0653,-0.4537,-0.4227,0.0228,1.2376,-1.6198,0.9234
1758,True,Optimization terminated successfully.,1640,2562,396.0998,0,1,-0.1357,-0.6131,-0.3012,0.3558,1.4242,-2.0304,0.4207
1759,True,Optimization terminated successfully.,1868,2883,425.5715,0,1,-0.2587,-0.7932,-0.0992,0.7128,1.6907,-2.7220,-0.1728
1760,True,Optimization terminated successfully.,1792,2782,414.8061,0,1,-0.2643,-0.7564,-0.0978,0.6658,1.6864,-2.7300,-0.1413
1761,True,Optimization terminated successfully.,1847,2862,404.7941,0,1,-0.0109,-0.3391,-0.5080,-0.1978,1.1139,-1.3444,1.3053
1762,True,Optimization terminated successfully.,1869,2921,393.1792,0,1,0.0939,-0.1871,-0.6724,-0.4656,0.9011,-0.8019,1.6090
1763,True,Optimization terminated successfully.,1754,2717,495.9507,0,1,0.0871,-0.2284,-0.6675,-0.4669,0.8678,-0.8423,1.6512
1764,True,Optimization terminated successfully.,2605,4012,6.9186,1,0,-59.4802,-104.9085,96.5215,209.9330,139.4517,-327.4570,-326.3516
1765,True,Optimization terminated successfully.,1865,2897,401.9494,0,1,-0.0726,-0.3917,-0.4071,-0.0577,1.2370,-1.6761,1.0396
1766,True,Optimization terminated successfully.,1909,2987,422.2006,0,1,-0.2128,-0.7206,-0.1870,0.5147,1.5157,-2.4353,0.1065
1767,True,Optimization terminated successfully.,1862,2910,509.3704,0,1,-0.0634,-0.5074,-0.4341,0.0749,1.1782,-1.5990,0.7653
1768,True,Optimization terminated successfully.,1697,2656,489.6458,0,1,-0.1038,-0.6206,-0.3507,0.2844,1.3211,-1.8850,0.4991
1769,True,Optimization terminated successfully.,1237,1977,403.5376,0,1,-0.0629,-0.4122,-0.4229,-0.0217,1.1850,-1.6311,0.9967
