toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_C,dthe_E,dthe_D,dpe_C,dpe_E,dpe_D,dthp,dpp
1564,True,Optimization terminated successfully.,2408,3619,47.4160,1,0,-2.7904,-3.0032,-3.2863,6.2635,6.4022,6.2270,4.3681,-5.8921
1565,True,Optimization terminated successfully.,2056,3091,24.8521,0,1,-0.2579,-0.3855,-0.6318,0.3588,0.4738,0.3682,1.2227,2.4839
1566,True,Optimization terminated successfully.,3130,4652,4.0701,0,1,-0.1501,-0.1738,-0.4518,0.0245,0.1603,0.0638,1.1146,2.9451
1567,True,Optimization terminated successfully.,2311,3446,11.1309,1,0,0.7559,0.6479,0.4201,-2.0379,-1.8928,-2.0644,-0.1177,5.8696
1568,True,Optimization terminated successfully.,2221,3352,30.4387,1,0,3.6982,3.5531,3.3365,-8.7483,-8.6331,-8.7171,-3.8879,15.3214
1569,True,Optimization terminated successfully.,2266,3372,20.1503,0,1,0.1350,-0.0517,-0.2043,-0.5414,-0.4007,-0.5703,0.6288,3.7695
1570,True,Optimization terminated successfully.,2858,4281,33.3143,0,1,-1.1261,-1.3435,-1.5378,2.3794,2.5739,2.4428,2.4107,-0.4562
1571,True,Optimization terminated successfully.,1989,2984,14.6974,0,1,-0.5524,-0.7306,-0.9653,1.1498,1.3261,1.2009,1.7041,1.3138
1572,True,Optimization terminated successfully.,3093,4579,10.9278,0,1,0.2023,0.0864,-0.1002,-0.8067,-0.7306,-0.7998,0.5437,4.1435
1573,True,Optimization terminated successfully.,2777,4176,7.4116,1,0,-5.3881,-5.6230,-5.8053,12.3137,12.3731,12.2862,7.7768,-14.4682
1574,True,Optimization terminated successfully.,2486,3721,9.3682,0,1,-2.0899,-2.2648,-2.4151,4.5932,4.6857,4.6132,3.5955,-3.5503
1575,True,Optimization terminated successfully.,2475,3727,28.3514,1,0,0.9929,0.8250,0.6128,-2.4428,-2.3452,-2.5419,-0.3190,6.4785
1576,True,Optimization terminated successfully.,2751,4121,9.7490,0,1,-0.7288,-0.8152,-1.0798,1.3883,1.4472,1.4103,1.7310,1.0014
1577,True,Optimization terminated successfully.,2868,4283,10.7564,1,0,0.5662,0.4016,0.1797,-1.3580,-1.3499,-1.3951,0.2358,5.0424
1578,True,Optimization terminated successfully.,2049,3094,14.4081,1,0,0.9487,0.8038,0.5197,-2.3578,-2.2813,-2.3811,-0.2729,6.3424
1579,True,Optimization terminated successfully.,3099,4625,12.0176,1,0,1.6276,1.5322,1.3589,-4.0887,-3.9717,-4.1393,-1.2538,8.7420
1580,True,Optimization terminated successfully.,2504,3731,17.8447,0,1,-1.4821,-1.6160,-1.8241,3.2053,3.2827,3.1421,2.7828,-1.4993
1581,True,Optimization terminated successfully.,2383,3587,10.9483,1,0,1.9516,1.7184,1.5814,-4.6326,-4.5344,-4.6755,-1.5615,9.5668
1582,True,Optimization terminated successfully.,2256,3399,28.2780,1,0,1.4454,1.3579,1.1356,-3.5616,-3.4845,-3.5761,-0.9815,8.0771
1583,True,Optimization terminated successfully.,2775,4214,38.2126,1,0,13.5238,13.4327,13.2220,-31.3662,-31.3133,-31.4297,-16.4425,47.4873
1584,True,Optimization terminated successfully.,2274,3457,10.0493,1,0,-18.1331,-18.3198,-18.5123,41.3774,41.5288,41.4771,23.8638,-55.7215
1585,True,Optimization terminated successfully.,2272,3407,14.8010,0,1,-2.1356,-2.3803,-2.4508,4.6047,4.7995,4.6994,3.5987,-3.6513
1586,True,Optimization terminated successfully.,2666,3995,13.7521,1,0,2.2292,2.0307,1.9214,-5.3599,-5.2293,-5.3478,-2.0479,10.5150
1587,True,Optimization terminated successfully.,2520,3760,16.6691,1,0,0.6313,0.5242,0.3248,-1.6852,-1.6280,-1.7151,0.0963,5.4445
1588,True,Optimization terminated successfully.,2964,4417,5.3015,1,0,0.5199,0.3670,0.1040,-1.4483,-1.3688,-1.5139,0.1088,5.0768
1589,True,Optimization terminated successfully.,2385,3590,14.0856,1,0,1.3114,1.2171,0.9783,-3.3034,-3.1835,-3.2489,-0.7889,7.6824
1590,True,Optimization terminated successfully.,2187,3282,12.1831,1,0,5.0028,4.7205,4.5643,-11.5717,-11.4115,-11.5619,-5.3791,19.3512
1591,True,Optimization terminated successfully.,2361,3544,9.6800,1,0,4.3206,4.2024,4.0015,-10.2162,-10.1320,-10.2931,-4.7612,17.5009
1592,True,Optimization terminated successfully.,2473,3735,33.6677,1,0,0.7336,0.5874,0.4300,-1.9186,-1.7945,-1.9264,-0.0263,5.6972
1593,True,Optimization terminated successfully.,2635,3946,12.7011,1,0,0.9301,0.7797,0.5444,-2.2731,-2.1837,-2.2008,-0.1503,6.2318
1594,True,Optimization terminated successfully.,2879,4287,18.1034,1,0,3.7176,3.5419,3.3522,-8.6285,-8.5179,-8.6156,-3.7770,15.2617
1595,True,Optimization terminated successfully.,2795,4185,27.6190,1,0,1.7373,1.6545,1.4306,-4.2966,-4.1526,-4.3389,-1.3051,9.0730
1596,True,Optimization terminated successfully.,2578,3812,14.9449,0,1,0.3228,0.2015,0.0172,-0.9972,-0.9631,-1.0390,0.4295,4.4507
1597,True,Optimization terminated successfully.,2298,3456,14.0021,1,0,0.8998,0.7280,0.5000,-2.2621,-2.1325,-2.3314,-0.3467,6.1866
1598,True,Optimization terminated successfully.,4334,6466,10.9468,1,0,-35.5332,-35.6366,-35.9197,81.2324,81.4237,81.3164,45.9737,-112.2250
1599,True,Optimization terminated successfully.,2663,4004,7.0761,1,0,3.4116,3.3141,3.0559,-8.1141,-8.0202,-8.1715,-3.4474,14.5333
1600,True,Optimization terminated successfully.,2452,3687,5.0836,1,0,-3.5087,-3.6608,-3.9586,7.8597,7.9800,7.8968,5.2439,-8.1894
1601,True,Optimization terminated successfully.,2896,4328,31.0736,1,0,0.7252,0.6560,0.4874,-2.0618,-2.0090,-2.1289,-0.1679,5.9758
1602,True,Optimization terminated successfully.,3160,4688,8.0524,1,0,0.7425,0.5683,0.3603,-1.9455,-1.8812,-1.9830,-0.2185,5.8190
1603,True,Optimization terminated successfully.,2233,3348,13.0943,0,1,-0.9236,-1.1745,-1.2991,2.1615,2.2386,2.1043,2.1802,-0.0084
1604,True,Optimization terminated successfully.,2835,4261,32.9424,1,0,-18.8896,-19.0515,-19.3173,43.2129,43.3101,43.2279,24.8875,-58.2561
1605,True,Optimization terminated successfully.,2257,3414,20.5689,1,0,0.5871,0.5545,0.1770,-1.6280,-1.5243,-1.6057,0.1414,5.2376
1606,True,Optimization terminated successfully.,2962,4413,14.4610,0,1,-1.3301,-1.4513,-1.7080,2.8325,2.8631,2.7350,2.4722,-0.9740
1607,True,Optimization terminated successfully.,2335,3493,10.4062,0,1,-0.7629,-0.9310,-1.1195,1.6034,1.7018,1.5672,1.9451,0.6946
1608,True,Optimization terminated successfully.,2445,3656,8.1892,1,0,2.6429,2.4526,2.2799,-6.2043,-6.1661,-6.1964,-2.4992,11.8156
1609,True,Optimization terminated successfully.,2534,3782,3.9881,0,1,-1.6825,-1.8566,-2.1036,3.5906,3.7103,3.5848,2.9564,-2.1630
1610,True,Optimization terminated successfully.,2510,3782,14.3552,1,0,3.6092,3.3676,3.2229,-8.4233,-8.2944,-8.3642,-3.6665,14.9081
1611,True,Optimization terminated successfully.,2336,3527,24.8771,1,0,-5.8333,-5.9534,-6.1551,13.1025,13.1946,13.1487,8.2329,-15.5939
1612,True,Optimization terminated successfully.,2917,4374,9.8557,0,1,-1.4804,-1.7405,-1.8667,3.3261,3.4399,3.3037,2.8436,-1.7817
1613,True,Optimization terminated successfully.,2685,3998,11.9080,0,1,0.2719,0.0791,-0.0643,-0.7848,-0.7261,-0.7441,0.5101,4.1299
1614,True,Optimization terminated successfully.,2625,3940,31.5718,1,0,14.1035,13.8416,13.7035,-32.4760,-32.2860,-32.5281,-16.9281,49.0187
1615,True,Optimization terminated successfully.,2728,4085,10.9279,1,0,1.2839,1.2342,1.0450,-3.2587,-3.2260,-3.3480,-0.7258,7.7126
1616,True,Optimization terminated successfully.,2126,3193,7.7673,0,1,-1.1958,-1.3135,-1.4910,2.3857,2.4412,2.3924,2.2573,-0.4291
1617,True,Optimization terminated successfully.,2916,4343,17.1707,1,0,0.9993,0.8974,0.7214,-2.6232,-2.5791,-2.6790,-0.4625,6.7158
1618,True,Optimization terminated successfully.,2867,4280,25.0913,1,0,1.6673,1.5536,1.3193,-4.0208,-3.8979,-3.9740,-1.0797,8.7033
1619,True,Optimization terminated successfully.,2536,3794,10.8310,1,0,0.4857,0.3830,0.1697,-1.3996,-1.3596,-1.4111,0.3310,5.0291
1620,True,Optimization terminated successfully.,2384,3582,8.9378,1,0,-18.9591,-19.0640,-19.3276,43.3179,43.4139,43.3020,24.9243,-58.3950
1621,True,Optimization terminated successfully.,2429,3652,25.7875,1,0,1.4043,1.2537,1.1465,-3.4608,-3.3447,-3.3928,-0.8730,7.8327
1622,True,Optimization terminated successfully.,2660,3985,19.7676,1,0,2.0138,1.9298,1.7300,-4.9264,-4.8368,-4.8830,-1.7819,9.9443
1623,True,Optimization terminated successfully.,2439,3668,22.4193,0,1,-0.0613,-0.2612,-0.5039,0.0745,0.1822,0.0077,1.0723,2.9177
1624,True,Optimization terminated successfully.,2592,3912,43.2793,1,0,17.3573,17.2650,17.0472,-40.0323,-39.9986,-40.0971,-21.0582,59.7920
1625,True,Optimization terminated successfully.,2290,3410,9.7292,1,0,2.5322,2.3481,2.1289,-5.8275,-5.6656,-5.7991,-2.0817,11.2221
1626,True,Optimization terminated successfully.,2336,3529,8.2001,1,0,1.0441,0.8714,0.7005,-2.5757,-2.4548,-2.5160,-0.3675,6.6518
1627,True,Optimization terminated successfully.,2534,3767,26.5038,1,0,1.6408,1.4858,1.3223,-4.0270,-3.9015,-4.0392,-1.1802,8.7060
1628,True,Optimization terminated successfully.,2416,3624,10.1982,1,0,1.5465,1.3027,1.1809,-3.6394,-3.5391,-3.6834,-1.0349,8.0869
1629,True,Optimization terminated successfully.,2293,3440,6.2914,1,0,0.9457,0.7984,0.6105,-2.3019,-2.2799,-2.3537,-0.3021,6.2770
1630,True,Optimization terminated successfully.,2366,3518,11.6897,0,1,-1.0778,-1.2408,-1.4262,2.2657,2.3622,2.2886,2.3148,-0.2555
1631,True,Optimization terminated successfully.,2431,3611,20.4123,1,0,1.2601,1.1119,0.9222,-3.0749,-2.9664,-3.1125,-0.7300,7.3378
1632,True,Optimization terminated successfully.,2626,3926,15.9877,1,0,1.9668,1.9049,1.6104,-4.7471,-4.6530,-4.6935,-1.6353,9.7884
1633,True,Optimization terminated successfully.,2583,3903,9.1346,1,0,2.4196,2.2116,1.9691,-5.5992,-5.4823,-5.5786,-2.1141,10.9583
1634,True,Optimization terminated successfully.,2722,4073,15.0346,0,1,-1.5629,-1.6761,-1.8912,3.1960,3.2847,3.2759,2.7581,-1.5424
1635,True,Optimization terminated successfully.,2527,3815,19.6807,0,1,-0.5123,-0.6997,-0.8612,0.9329,1.0336,1.0207,1.4200,1.6438
1636,True,Optimization terminated successfully.,2117,3175,17.8652,1,0,1.5885,1.4783,1.2532,-3.9798,-3.7829,-3.9145,-1.1946,8.5445
1637,True,Optimization terminated successfully.,2316,3467,14.8159,1,0,0.7527,0.6000,0.3272,-1.8476,-1.7168,-1.8861,0.0862,5.6242
1638,True,Optimization terminated successfully.,2449,3699,15.9589,1,0,0.5590,0.3498,0.2462,-1.4848,-1.4221,-1.5490,0.1215,5.1356
1639,True,Optimization terminated successfully.,2495,3725,15.7066,1,0,1.7425,1.5041,1.2850,-3.9746,-3.8402,-3.8847,-1.0715,8.5400
1640,True,Optimization terminated successfully.,2530,3774,11.9982,1,0,0.7825,0.5995,0.2957,-1.8541,-1.7744,-1.9678,-0.0952,5.6461
1641,True,Optimization terminated successfully.,2318,3479,14.7048,1,0,1.2601,1.0824,0.9425,-3.1305,-3.0012,-3.0770,-0.7677,7.3698
1642,True,Optimization terminated successfully.,2511,3720,21.3172,0,1,-1.5608,-1.7550,-1.9323,3.3908,3.4814,3.4151,2.8464,-1.8825
1643,True,Optimization terminated successfully.,2462,3703,16.9090,0,1,-1.4792,-1.6560,-1.8921,3.1828,3.2604,3.1509,2.7204,-1.4876
1644,True,Optimization terminated successfully.,2747,4100,12.1014,1,0,1.6873,1.5612,1.3066,-4.0263,-3.8964,-4.0255,-1.2392,8.7068
1645,True,Optimization terminated successfully.,2299,3459,16.1333,1,0,2.5454,2.4261,2.2016,-5.9936,-5.9154,-6.0355,-2.3033,11.5181
1646,True,Optimization terminated successfully.,2478,3758,6.7474,1,0,5.4865,5.3111,5.0570,-12.7771,-12.6580,-12.7110,-6.0268,21.0461
1647,True,Optimization terminated successfully.,2497,3720,28.0794,1,0,2.5070,2.3723,2.1650,-6.0373,-5.9242,-6.0283,-2.3173,11.5041
1648,True,Optimization terminated successfully.,2587,3857,8.7632,1,0,-2.3009,-2.4882,-2.7447,5.1833,5.1676,5.1378,3.8621,-4.3142
1649,True,Optimization terminated successfully.,2340,3494,17.5029,1,0,0.7590,0.5985,0.4818,-2.0966,-1.9731,-2.0669,-0.2211,5.8851
1650,True,Optimization terminated successfully.,10906,15989,14.0288,1,0,-35.1556,-35.2943,-35.5271,80.2549,80.2646,80.1875,45.2464,-110.7937
1651,True,Optimization terminated successfully.,2322,3490,13.8745,1,0,2.3269,2.1589,1.9892,-5.5435,-5.4599,-5.5539,-2.0599,10.8056
1652,True,Optimization terminated successfully.,2799,4197,9.8775,1,0,11.5782,11.4620,11.2477,-26.8667,-26.7112,-26.8887,-13.8500,41.0527
1653,True,Optimization terminated successfully.,2630,3932,29.4718,0,1,0.2576,0.0519,-0.0937,-0.8031,-0.7173,-0.7908,0.5104,4.1110
1654,True,Optimization terminated successfully.,2414,3643,17.2388,1,0,-17.9287,-18.1503,-18.2841,40.9350,41.0426,40.9608,23.5399,-55.0719
1655,True,Optimization terminated successfully.,3033,4490,30.3302,1,0,0.6728,0.4794,0.4427,-1.7717,-1.6070,-1.7666,0.1446,5.5014
1656,True,Optimization terminated successfully.,2475,3707,7.3228,0,1,-0.5831,-0.8026,-1.0070,1.2627,1.4310,1.2947,1.6890,1.1800
1657,True,Optimization terminated successfully.,2501,3740,15.0499,0,1,-2.0602,-2.2503,-2.4003,4.4220,4.5461,4.4985,3.4285,-3.3823
1658,True,Optimization terminated successfully.,2294,3439,9.7558,1,0,3.4887,3.3688,3.0883,-8.0712,-7.9128,-8.0171,-3.3369,14.4240
1659,True,Optimization terminated successfully.,2384,3585,9.9157,1,0,0.7486,0.6786,0.4114,-1.9931,-1.8752,-2.0400,-0.1560,5.8021
1660,True,Optimization terminated successfully.,2417,3655,14.3209,1,0,3.2093,3.0746,2.8971,-7.6292,-7.4382,-7.5683,-3.1602,13.7512
1661,True,Optimization terminated successfully.,2166,3233,8.5520,0,1,0.2600,0.0967,-0.0962,-0.8012,-0.6549,-0.7897,0.5209,4.0696
1662,True,Optimization terminated successfully.,2525,3802,7.4240,0,1,-0.2153,-0.2669,-0.4628,0.0317,0.1811,0.0259,1.1310,2.9239
1663,True,Optimization terminated successfully.,2236,3336,8.8871,0,1,-1.4738,-1.6850,-1.8447,3.2203,3.3157,3.1398,2.6691,-1.5903
1664,True,Optimization terminated successfully.,2269,3441,4.4615,1,0,3.4355,3.3054,3.1218,-8.0909,-8.0119,-8.0656,-3.4023,14.4911
1665,True,Optimization terminated successfully.,2663,3984,26.1446,1,0,2.9123,2.7651,2.5560,-6.9709,-6.8705,-7.0618,-2.9133,12.8912
1666,True,Optimization terminated successfully.,2434,3604,11.5993,0,1,0.0956,-0.0859,-0.2652,-0.4311,-0.2443,-0.4226,0.7833,3.5501
1667,True,Optimization terminated successfully.,2570,3879,10.8632,0,1,-0.7292,-0.8931,-1.1031,1.4674,1.5729,1.4220,1.7784,0.8919
1668,True,Optimization terminated successfully.,2587,3888,14.3686,1,0,1.0416,0.9488,0.7192,-2.6294,-2.5451,-2.6323,-0.4348,6.7232
1669,True,Optimization terminated successfully.,2495,3749,4.8614,1,0,1.1839,1.0274,0.8581,-3.0232,-2.9621,-3.0543,-0.6606,7.2626
1670,True,Optimization terminated successfully.,2471,3690,15.1304,0,1,-1.4355,-1.6968,-1.7960,3.1443,3.3008,3.1859,2.8100,-1.5350
1671,True,Optimization terminated successfully.,2292,3437,18.5207,0,1,-0.4694,-0.6000,-0.8044,0.7690,0.8965,0.8306,1.5120,1.8514
1672,True,Optimization terminated successfully.,2814,4250,8.3410,0,1,-1.6857,-1.7599,-1.9657,3.5976,3.7008,3.5586,2.9055,-2.0525
1673,True,Optimization terminated successfully.,2362,3549,28.0172,0,1,-0.7733,-0.8463,-1.1422,1.4767,1.5773,1.3986,1.7506,0.9038
1674,True,Optimization terminated successfully.,2509,3754,6.0310,1,0,0.8906,0.6472,0.5427,-2.2220,-2.1498,-2.1971,-0.2942,6.1289
1675,True,Optimization terminated successfully.,2234,3329,11.6523,0,1,-0.2732,-0.4482,-0.5631,0.3299,0.4306,0.3696,1.0843,2.4763
1676,True,Optimization terminated successfully.,2479,3708,18.1522,0,1,-0.9382,-1.0836,-1.3470,2.1124,2.2073,2.0844,2.2980,0.0192
1677,True,Optimization terminated successfully.,2531,3784,8.0435,1,0,1.2403,1.1257,0.8226,-3.1013,-2.9299,-3.0998,-0.7316,7.3692
1678,True,Optimization terminated successfully.,2509,3768,11.7862,1,0,2.6290,2.5445,2.3064,-6.4318,-6.3004,-6.4500,-2.5038,12.0777
1679,True,Optimization terminated successfully.,2398,3564,6.3589,0,1,-2.0843,-2.3130,-2.4711,4.6780,4.7517,4.6704,3.5812,-3.6225
1680,True,Optimization terminated successfully.,2576,3879,4.6851,1,0,-4.2466,-4.4027,-4.6123,9.5433,9.5730,9.4878,6.2863,-10.4926
1681,True,Optimization terminated successfully.,2446,3674,24.6649,1,0,2.0296,1.7639,1.6272,-4.8098,-4.7244,-4.8148,-1.6233,9.8112
1682,True,Optimization terminated successfully.,2472,3712,9.9212,0,1,0.5130,0.3672,0.1275,-1.3189,-1.1935,-1.3253,0.2788,4.8738
1683,True,Optimization terminated successfully.,2446,3689,8.9957,1,0,2.0968,2.0737,1.8255,-5.2080,-5.1300,-5.2340,-1.9539,10.3554
1684,True,Optimization terminated successfully.,2955,4359,17.8260,1,0,0.7198,0.7061,0.3715,-1.9511,-1.8409,-1.9100,0.0248,5.7114
1685,True,Optimization terminated successfully.,3136,4700,15.0381,1,0,-11.4828,-11.6599,-11.7536,26.1226,26.2120,26.1976,15.4822,-34.0537
1686,True,Optimization terminated successfully.,2801,4202,11.3007,1,0,-4.8189,-4.9718,-5.1882,10.9481,11.1074,10.8845,7.1691,-12.5462
1687,True,Optimization terminated successfully.,2678,4030,7.2246,1,0,-5.8969,-5.9844,-6.2537,13.3275,13.3506,13.2953,8.2937,-15.8604
1688,True,Optimization terminated successfully.,2240,3376,22.3112,1,0,2.3300,2.1049,1.9210,-5.4986,-5.3633,-5.4122,-2.0081,10.7668
1689,True,Optimization terminated successfully.,2477,3707,5.9908,1,0,-2.5944,-2.7346,-3.0115,5.8357,5.9433,5.8795,4.2224,-5.3138
1690,True,Optimization terminated successfully.,2351,3497,18.9782,1,0,0.7490,0.5563,0.3658,-1.8955,-1.7896,-1.8940,0.0032,5.6299
1691,True,Optimization terminated successfully.,2695,4048,18.9508,0,1,0.0493,-0.1016,-0.3310,-0.4490,-0.3327,-0.3085,0.6179,3.5271
1692,True,Optimization terminated successfully.,2684,3987,6.9967,1,0,0.7862,0.6487,0.4579,-1.9904,-1.9144,-2.0567,-0.1286,5.8892
1693,True,Optimization terminated successfully.,2692,3997,13.8053,1,0,0.7350,0.5437,0.3252,-1.7018,-1.6639,-1.7820,0.0442,5.4964
1694,True,Optimization terminated successfully.,2270,3406,14.2857,1,0,2.7234,2.5432,2.3178,-6.5216,-6.4319,-6.5083,-2.7352,12.1959
1695,True,Optimization terminated successfully.,2884,4309,23.0831,1,0,1.5771,1.4661,1.2981,-3.8969,-3.8209,-3.9494,-1.2237,8.5804
1696,True,Optimization terminated successfully.,2440,3636,18.6125,0,1,-0.1935,-0.3906,-0.5612,0.2551,0.4069,0.3240,1.1150,2.6399
1697,True,Optimization terminated successfully.,2456,3704,11.2383,0,1,-0.4716,-0.6388,-0.8258,0.9042,0.9907,0.8893,1.3241,1.6741
1698,True,Optimization terminated successfully.,2825,4202,23.4882,0,1,-1.2492,-1.4939,-1.6537,2.6810,2.9070,2.6641,2.5442,-0.8202
1699,True,Optimization terminated successfully.,2366,3564,22.0183,1,0,0.6838,0.5019,0.3232,-1.7830,-1.7450,-1.8032,0.0667,5.5559
1700,True,Optimization terminated successfully.,2321,3533,21.2705,1,0,1.0487,0.8749,0.7461,-2.6186,-2.5789,-2.5873,-0.4671,6.7101
1701,True,Optimization terminated successfully.,2563,3793,19.3333,0,1,-1.3885,-1.5801,-1.8695,3.0913,3.2289,3.1185,2.8243,-1.4876
1702,True,Optimization terminated successfully.,2147,3226,14.5758,0,1,0.5405,0.4165,0.1954,-1.4202,-1.3253,-1.3706,0.3400,4.9921
1703,True,Optimization terminated successfully.,3061,4573,21.9120,1,0,-7.9372,-7.9934,-8.2059,17.8196,17.8821,17.8718,10.9512,-22.2502
1704,True,Optimization terminated successfully.,2195,3313,21.2411,0,1,0.4054,0.2202,0.0933,-1.1364,-1.0007,-1.1399,0.4197,4.5493
1705,True,Optimization terminated successfully.,2550,3821,4.9147,1,0,1.4885,1.3279,1.1120,-3.5294,-3.4381,-3.5690,-0.9141,8.0432
1706,True,Optimization terminated successfully.,2452,3668,12.0831,0,1,-1.0963,-1.2881,-1.5132,2.3294,2.5537,2.3898,2.3117,-0.4578
1707,True,Optimization terminated successfully.,2438,3669,9.1109,1,0,2.9040,2.7866,2.6580,-6.9797,-6.8624,-7.0067,-2.8304,12.9029
1708,True,Optimization terminated successfully.,2457,3675,23.9314,0,1,-0.1606,-0.3220,-0.5776,0.2139,0.2983,0.2363,1.0963,2.6559
1709,True,Optimization terminated successfully.,2433,3597,8.5490,1,0,1.0240,0.9727,0.7982,-2.6610,-2.6298,-2.7313,-0.4036,6.7590
1710,True,Optimization terminated successfully.,2525,3749,24.3937,1,0,0.6156,0.4842,0.2857,-1.6626,-1.4752,-1.6116,0.1941,5.2405
1711,True,Optimization terminated successfully.,2426,3625,33.1113,0,1,0.2209,0.0352,-0.1643,-0.7972,-0.7040,-0.8050,0.5401,4.0720
1712,True,Optimization terminated successfully.,2635,3923,9.9067,1,0,2.2482,2.0832,1.8500,-5.3479,-5.1384,-5.2868,-1.9136,10.5230
1713,True,Optimization terminated successfully.,2380,3616,23.2006,1,0,-2.9212,-3.1041,-3.2315,6.4415,6.6335,6.4700,4.5337,-6.2334
1714,True,Optimization terminated successfully.,2489,3764,15.6832,0,1,-0.8428,-1.0040,-1.2628,1.8372,1.9462,1.8851,2.1715,0.3577
1715,True,Optimization terminated successfully.,2640,3929,10.4727,1,0,-3.4731,-3.4971,-3.7214,7.5544,7.5440,7.4588,5.1268,-7.6835
1716,True,Optimization terminated successfully.,2585,3877,19.2910,1,0,1.2853,1.1212,0.8735,-3.0478,-2.9427,-3.1146,-0.6634,7.2970
1717,True,Optimization terminated successfully.,2738,4083,8.9342,1,0,7.9268,7.7262,7.5215,-18.3533,-18.2032,-18.3015,-9.1314,28.9897
1718,True,Optimization terminated successfully.,2363,3567,23.1776,1,0,7.9035,7.7255,7.5209,-18.1851,-18.0965,-18.2100,-9.0178,28.8003
1719,True,Optimization terminated successfully.,2489,3700,23.8979,1,0,0.8899,0.7309,0.5236,-2.3206,-2.2744,-2.3739,-0.3011,6.3053
1720,True,Optimization terminated successfully.,2449,3659,12.3273,1,0,0.9253,0.7239,0.4963,-2.2486,-2.1184,-2.2660,-0.1143,6.1486
1721,True,Optimization terminated successfully.,2509,3761,17.0103,0,1,-1.7542,-1.8769,-2.0992,3.7666,3.8668,3.7921,3.0379,-2.3475
1722,True,Optimization terminated successfully.,2348,3485,16.2896,1,0,2.3198,2.0884,1.8497,-5.4284,-5.3367,-5.4383,-1.9185,10.6569
1723,True,Optimization terminated successfully.,2590,3879,12.3973,1,0,2.0449,1.8317,1.6404,-4.7287,-4.5949,-4.7748,-1.5589,9.7604
1724,True,Optimization terminated successfully.,2673,3975,8.4459,1,0,1.2398,1.0188,0.8709,-3.0271,-2.8854,-3.0783,-0.7077,7.2911
1725,True,Optimization terminated successfully.,2622,3875,6.0241,0,1,0.2127,0.0589,-0.1238,-0.8860,-0.6833,-0.8238,0.4770,4.1930
1726,True,Optimization terminated successfully.,2779,4159,3.1098,1,0,2.8852,2.7409,2.5210,-6.8881,-6.7777,-6.8536,-2.7968,12.7063
1727,True,Optimization terminated successfully.,2754,4121,14.1693,1,0,0.7613,0.4534,0.3505,-1.8723,-1.8087,-1.9293,-0.1578,5.6769
1728,True,Optimization terminated successfully.,2669,4015,28.7977,1,0,2.4881,2.2870,1.9812,-5.9730,-5.8704,-6.0162,-2.4265,11.4352
1729,True,Optimization terminated successfully.,2327,3497,38.2194,1,0,-3.4259,-3.6869,-3.7788,7.6641,7.8249,7.5771,5.1114,-7.8646
1730,True,Optimization terminated successfully.,2514,3814,9.4028,1,0,3.1615,2.9780,2.8372,-7.4540,-7.3638,-7.4594,-3.1686,13.5839
1731,True,Optimization terminated successfully.,2408,3609,14.2581,1,0,1.1069,0.8611,0.7677,-2.7885,-2.6624,-2.7356,-0.5994,6.8895
1732,True,Optimization terminated successfully.,2475,3732,18.2261,1,0,-2.2764,-2.3981,-2.6228,4.9658,5.1799,4.9685,3.8112,-4.1244
1733,True,Optimization terminated successfully.,2163,3267,7.9305,1,0,3.9294,3.7147,3.5602,-9.0654,-8.9869,-9.1548,-4.1666,15.9088
1734,True,Optimization terminated successfully.,2058,3112,15.9124,1,0,13.2922,13.0386,12.8336,-30.5524,-30.3819,-30.5710,-15.9024,46.2698
1735,True,Optimization terminated successfully.,2256,3394,17.2029,0,1,-0.0623,-0.2378,-0.4304,0.0681,0.1772,0.0980,1.1518,2.8699
1736,True,Optimization terminated successfully.,2162,3264,20.5087,1,0,1.5554,1.3694,1.0962,-3.7965,-3.7473,-3.8852,-1.2573,8.3521
1737,True,Optimization terminated successfully.,2249,3400,6.5345,1,0,0.8295,0.6683,0.4719,-2.0799,-1.9656,-2.1178,-0.1838,5.9529
1738,True,Optimization terminated successfully.,2447,3649,11.0987,1,0,1.3188,1.0278,0.9888,-3.1533,-3.0573,-3.0951,-0.8444,7.4362
1739,True,Optimization terminated successfully.,2482,3730,3.3843,1,0,0.8339,0.6454,0.4515,-2.0387,-1.9308,-2.0719,-0.0352,5.8882
1740,True,Optimization terminated successfully.,3185,4726,7.3179,1,0,0.7294,0.6162,0.3398,-1.8360,-1.7380,-1.8144,0.0970,5.6456
1741,True,Optimization terminated successfully.,2569,3874,34.4243,1,0,22.9772,22.7990,22.5980,-52.9647,-52.8997,-52.9733,-28.3130,78.0235
1742,True,Optimization terminated successfully.,2651,3960,7.9235,1,0,1.4660,1.3483,1.1065,-3.6431,-3.5581,-3.7324,-0.8833,8.1943
1743,True,Optimization terminated successfully.,2540,3791,6.6917,0,1,0.2961,-0.0102,-0.1031,-0.8584,-0.7967,-0.9309,0.4036,4.2187
1744,True,Optimization terminated successfully.,2789,4160,10.3442,0,1,-0.1021,-0.1639,-0.2887,-0.2570,-0.1983,-0.3177,0.8040,3.3566
1745,True,Optimization terminated successfully.,3004,4484,8.9463,1,0,-2.9229,-2.9954,-3.2350,6.3675,6.3807,6.3100,4.4945,-6.0274
1746,True,Optimization terminated successfully.,2294,3481,21.8023,1,0,-3.0935,-3.2066,-3.3472,6.7303,6.7519,6.7135,4.7553,-6.5910
