toy,success,message,nit,nfev,chi2,bad_branch_flag_abs_param_gt_5,physical_branch_flag,dthe_C,dthe_E,dthe_D,dpe_C,dpe_E,dpe_D,dthp,dpp
1290,True,Optimization terminated successfully.,2623,3949,13.8834,1,0,2.9160,2.6982,2.4688,-6.7300,-6.7562,-6.7763,-2.8094,12.6193
1291,True,Optimization terminated successfully.,2500,3760,13.5523,1,0,2.4725,2.3408,2.1189,-5.8308,-5.6937,-5.8622,-2.2078,11.2511
1292,True,Optimization terminated successfully.,2641,3950,15.4344,1,0,4.3892,4.2921,4.1026,-10.3819,-10.2133,-10.3336,-4.6603,17.7021
1293,True,Optimization terminated successfully.,2289,3457,16.0448,1,0,0.6409,0.4991,0.2784,-1.6327,-1.5257,-1.6878,0.1123,5.3010
1294,True,Optimization terminated successfully.,2854,4317,11.7434,1,0,-8.4478,-8.6078,-8.8601,19.1987,19.2666,19.2209,11.6575,-24.2190
1295,True,Optimization terminated successfully.,2148,3239,29.5267,1,0,1.0176,0.8369,0.6757,-2.4629,-2.3245,-2.5188,-0.3149,6.4932
1296,True,Optimization terminated successfully.,2526,3806,24.6132,1,0,3.5607,3.3230,3.1534,-8.3372,-8.1664,-8.2723,-3.6159,14.7610
1297,True,Optimization terminated successfully.,2264,3401,23.7187,0,1,-1.2503,-1.4217,-1.6244,2.6966,2.7975,2.7568,2.5804,-0.8446
1298,True,Optimization terminated successfully.,2029,3083,9.9474,1,0,1.0182,0.8359,0.6283,-2.6472,-2.4596,-2.6615,-0.4674,6.6725
1299,True,Optimization terminated successfully.,2529,3750,14.4696,0,1,-0.6942,-0.8725,-1.0759,1.4093,1.5180,1.4245,1.7164,1.0311
1300,True,Optimization terminated successfully.,2395,3575,27.5184,0,1,0.4685,0.2544,0.0653,-1.2857,-1.2280,-1.3583,0.1841,4.8212
1301,True,Optimization terminated successfully.,2159,3266,17.2074,1,0,1.4982,1.2859,1.1346,-3.6368,-3.4683,-3.6864,-0.9953,8.1386
1302,True,Optimization terminated successfully.,2532,3826,10.7084,1,0,0.8033,0.5442,0.3395,-1.8793,-1.7386,-1.7685,0.0005,5.6023
1303,True,Optimization terminated successfully.,2707,4067,34.8410,1,0,4.7427,4.5252,4.3408,-10.9801,-10.8287,-10.9173,-5.0445,18.5132
1304,True,Optimization terminated successfully.,2655,3980,13.4643,1,0,0.8032,0.6128,0.4132,-2.0323,-1.8506,-1.9582,0.0030,5.8110
1305,True,Optimization terminated successfully.,2251,3368,6.6796,0,1,0.0169,-0.1060,-0.2996,-0.3683,-0.1457,-0.3750,0.7912,3.4691
1306,True,Optimization terminated successfully.,2968,4423,7.4276,0,1,0.2371,0.0888,-0.1022,-0.8897,-0.7870,-0.8380,0.6270,4.2115
1307,True,Optimization terminated successfully.,2345,3496,28.3158,0,1,0.2427,0.0592,-0.1822,-0.6613,-0.6271,-0.7640,0.6106,4.0285
1308,True,Optimization terminated successfully.,2201,3311,20.0603,0,1,-2.0748,-2.2370,-2.4602,4.6342,4.7558,4.5847,3.6374,-3.5772
1309,True,Optimization terminated successfully.,2433,3637,8.8110,0,1,0.4518,0.3237,0.0843,-1.2535,-1.2054,-1.2355,0.3615,4.7478
1310,True,Optimization terminated successfully.,2410,3583,16.9442,1,0,1.2287,1.1536,0.8886,-3.0172,-2.9786,-3.0230,-0.6387,7.3226
1311,True,Optimization terminated successfully.,2006,3036,14.0947,1,0,2.9235,2.7702,2.4823,-6.8865,-6.7765,-6.8841,-2.8010,12.6870
1312,True,Optimization terminated successfully.,2189,3294,24.3307,1,0,0.7478,0.5443,0.3913,-1.9095,-1.7511,-1.9043,-0.0159,5.6360
1313,True,Optimization terminated successfully.,3075,4552,17.4275,1,0,0.9195,0.7462,0.5697,-2.3567,-2.2852,-2.4138,-0.3394,6.3623
1314,True,Optimization terminated successfully.,2842,4220,10.7481,1,0,2.0668,1.9041,1.7164,-5.0080,-4.9346,-5.0088,-1.8170,10.1034
1315,True,Optimization terminated successfully.,2805,4175,9.3169,0,1,0.0476,-0.1014,-0.2271,-0.3361,-0.2106,-0.3663,0.8103,3.4280
1316,True,Optimization terminated successfully.,2382,3540,4.8104,1,0,1.0848,0.9826,0.8516,-2.8314,-2.7180,-2.9025,-0.7017,7.0279
1317,True,Optimization terminated successfully.,2582,3891,7.1862,1,0,1.3150,1.1990,0.9991,-3.1927,-3.1356,-3.2481,-0.7493,7.5377
1318,True,Optimization terminated successfully.,2371,3568,28.7820,1,0,2.9867,2.8129,2.6289,-6.9496,-6.8261,-7.0183,-2.9114,12.8750
1319,True,Optimization terminated successfully.,2663,4020,24.8457,1,0,9.9128,9.8513,9.5740,-23.0517,-23.0048,-23.0709,-11.8474,35.7021
1320,True,Optimization terminated successfully.,2651,3953,8.4774,1,0,0.5392,0.3453,0.1846,-1.4836,-1.3344,-1.3932,0.1762,5.0220
1321,True,Optimization terminated successfully.,2642,3977,20.7054,1,0,14.3483,14.1477,13.9089,-33.0350,-32.8078,-33.0151,-17.1548,49.7716
1322,True,Optimization terminated successfully.,2288,3414,9.9395,0,1,-0.1300,-0.3060,-0.4642,0.1801,0.2234,0.1412,1.1360,2.7621
1323,True,Optimization terminated successfully.,2363,3558,24.3570,0,1,-0.3207,-0.5268,-0.6753,0.5456,0.6634,0.5160,1.2690,2.2014
1324,True,Optimization terminated successfully.,2961,4369,21.0955,0,1,-0.7947,-1.0727,-1.2440,1.7430,1.8586,1.7716,2.0304,0.4816
1325,True,Optimization terminated successfully.,2050,3090,8.2317,1,0,3.4016,3.1217,2.9766,-7.8891,-7.7528,-7.8765,-3.3059,14.1322
1326,True,Optimization terminated successfully.,2783,4186,9.9786,1,0,2.1453,1.9888,1.7988,-5.1103,-5.0609,-5.1080,-1.7591,10.2945
1327,True,Optimization terminated successfully.,2428,3655,11.7687,1,0,1.4957,1.2948,1.1289,-3.4815,-3.3801,-3.4525,-0.8365,7.9255
1328,True,Optimization terminated successfully.,2510,3758,9.4449,0,1,-0.5279,-0.6811,-0.8442,0.9951,1.0985,1.0678,1.5869,1.5602
1329,True,Optimization terminated successfully.,2380,3566,15.4756,0,1,-1.2870,-1.4419,-1.6075,2.7951,2.8755,2.7755,2.4563,-0.9861
1330,True,Optimization terminated successfully.,2712,4047,13.8995,1,0,5.1297,5.0081,4.7917,-11.9167,-11.8657,-11.9953,-5.5425,19.9704
1331,True,Optimization terminated successfully.,2778,4114,13.7500,1,0,0.4891,0.3482,0.2249,-1.4679,-1.3585,-1.4741,0.1266,5.0848
1332,True,Optimization terminated successfully.,2475,3726,6.0788,1,0,1.9549,1.7939,1.5824,-4.6644,-4.4895,-4.6705,-1.5179,9.5984
1333,True,Optimization terminated successfully.,2421,3630,15.8673,1,0,0.8791,0.7957,0.5464,-2.4480,-2.2818,-2.4602,-0.3165,6.3751
1334,True,Optimization terminated successfully.,2632,3943,8.1342,1,0,-2.9183,-3.0661,-3.3022,6.4591,6.5029,6.4912,4.3891,-6.1863
1335,True,Optimization terminated successfully.,2546,3809,5.3573,1,0,-7.8158,-8.0658,-8.2737,17.8011,17.9332,17.8329,10.8909,-22.3042
1336,True,Optimization terminated successfully.,2574,3892,17.9376,1,0,3.1673,2.9740,2.7228,-7.4196,-7.4059,-7.4508,-3.1971,13.5584
1337,True,Optimization terminated successfully.,2310,3430,9.3693,1,0,0.6954,0.4784,0.2400,-1.7549,-1.5919,-1.7177,0.0738,5.4254
1338,True,Optimization terminated successfully.,2249,3395,9.8839,1,0,5.2240,5.0844,4.8637,-11.9763,-11.9492,-12.0830,-5.7086,20.0604
1339,True,Optimization terminated successfully.,2470,3714,10.3073,1,0,0.8698,0.8128,0.5040,-2.0915,-2.1123,-2.2045,-0.1165,6.0925
1340,True,Optimization terminated successfully.,2280,3422,22.0967,1,0,2.0755,1.8283,1.7819,-5.0205,-4.8418,-4.9795,-1.8674,10.0320
1341,True,Optimization terminated successfully.,2067,3100,23.5536,0,1,0.2273,0.0103,-0.1889,-0.6709,-0.5825,-0.7914,0.6182,3.9277
1342,True,Optimization terminated successfully.,2523,3763,17.3431,1,0,5.3650,5.1752,4.9413,-12.3789,-12.2354,-12.3580,-5.7421,20.4734
1343,True,Optimization terminated successfully.,2720,4074,25.9482,1,0,2.4865,2.3190,2.1875,-5.8392,-5.7404,-5.8953,-2.2129,11.3779
1344,True,Optimization terminated successfully.,2394,3575,11.1150,1,0,0.5000,0.3970,0.1951,-1.4438,-1.4035,-1.5074,0.1838,5.0472
1345,True,Optimization terminated successfully.,2218,3358,8.1351,1,0,1.5282,1.3924,1.1820,-3.6936,-3.5770,-3.6869,-1.1622,8.2322
1346,True,Optimization terminated successfully.,2622,3955,8.3469,1,0,5.5956,5.4836,5.2472,-13.0847,-13.0480,-13.1150,-6.2663,21.6066
1347,True,Optimization terminated successfully.,2536,3806,19.1406,0,1,-1.1893,-1.2971,-1.5156,2.4259,2.3839,2.3482,2.2689,-0.4060
1348,True,Optimization terminated successfully.,2251,3378,21.5334,1,0,2.3686,2.2320,2.0253,-5.6871,-5.5787,-5.7099,-2.2061,11.0046
1349,True,Optimization terminated successfully.,2632,3949,11.8607,1,0,-7.5913,-7.7891,-7.9924,17.1796,17.2783,17.2345,10.4485,-21.4418
1350,True,Optimization terminated successfully.,2677,3998,26.7067,1,0,2.3455,2.2166,2.0312,-5.5745,-5.5422,-5.6019,-2.0926,10.9365
1351,True,Optimization terminated successfully.,2388,3568,13.6772,1,0,1.3007,1.1464,1.0121,-3.1833,-2.9599,-3.2281,-0.6651,7.4623
1352,True,Optimization terminated successfully.,2677,3988,10.8518,0,1,-1.1510,-1.2836,-1.5392,2.5061,2.5479,2.4753,2.5402,-0.5008
1353,True,Optimization terminated successfully.,2811,4179,13.2698,1,0,1.0539,0.8956,0.6588,-2.6052,-2.4647,-2.5962,-0.4233,6.6590
1354,True,Optimization terminated successfully.,2586,3866,15.2641,1,0,-4.4090,-4.5396,-4.7312,9.8634,9.9611,9.7615,6.5038,-10.9455
1355,True,Optimization terminated successfully.,2476,3698,12.8647,0,1,-0.3599,-0.6631,-0.7949,0.7705,0.8496,0.7789,1.3853,1.8677
1356,True,Optimization terminated successfully.,2345,3525,15.0800,1,0,-15.4807,-15.4771,-15.6806,35.0792,35.1197,35.0451,20.4435,-46.7005
1357,True,Optimization terminated successfully.,2301,3440,8.1902,0,1,0.3687,0.2022,0.0280,-1.1136,-0.9910,-1.0034,0.4073,4.5001
1358,True,Optimization terminated successfully.,2205,3349,19.2916,0,1,-0.3917,-0.5169,-0.7284,0.8015,0.8394,0.7165,1.5205,1.9191
1359,True,Optimization terminated successfully.,2627,3934,16.7449,1,0,-5.5391,-5.6566,-5.9747,12.5739,12.6779,12.5955,8.0129,-14.8718
1360,True,Optimization terminated successfully.,2479,3690,16.2757,1,0,3.0335,2.9557,2.7256,-7.1906,-7.1174,-7.2307,-2.9516,13.1940
1361,True,Optimization terminated successfully.,2533,3763,12.5787,1,0,0.9766,0.6684,0.4917,-2.1432,-2.0667,-2.1655,-0.1156,6.0648
1362,True,Optimization terminated successfully.,3019,4511,8.4662,0,1,-2.0975,-2.2136,-2.4299,4.5983,4.6460,4.6419,3.5363,-3.4679
1363,True,Optimization terminated successfully.,2322,3465,15.3793,0,1,-1.8388,-2.0314,-2.1654,4.0077,4.0623,4.0606,3.1394,-2.6985
1364,True,Optimization terminated successfully.,2171,3312,28.9531,1,0,3.0194,2.9288,2.7068,-7.2580,-7.1657,-7.2229,-2.9993,13.2455
1365,True,Optimization terminated successfully.,2677,4000,23.6814,0,1,-0.5275,-0.6953,-0.8738,0.9924,1.0452,1.0427,1.5075,1.5609
1366,True,Optimization terminated successfully.,2329,3473,24.7216,0,1,0.0264,-0.1100,-0.2789,-0.2940,-0.1908,-0.3890,0.8088,3.3852
1367,True,Optimization terminated successfully.,2409,3623,14.8455,1,0,1.6301,1.5109,1.2987,-4.1738,-4.0004,-4.2028,-1.3646,8.8686
1368,True,Optimization terminated successfully.,2355,3539,12.6028,0,1,-0.8410,-1.0142,-1.2245,1.8659,1.9083,1.7845,2.1339,0.4260
1369,True,Optimization terminated successfully.,2293,3426,9.9994,0,1,0.3973,0.2401,0.0314,-0.9688,-1.0152,-1.0417,0.4937,4.4642
1370,True,Optimization terminated successfully.,2375,3607,31.3851,1,0,-6.6919,-6.7860,-7.0544,15.1045,15.2198,15.0853,9.3907,-18.4467
1371,True,Optimization terminated successfully.,2236,3365,5.1586,1,0,-2.7974,-2.9791,-3.1287,6.1405,6.2990,6.1394,4.4316,-5.7667
1372,True,Optimization terminated successfully.,2203,3292,6.4750,1,0,2.2894,2.2206,1.8953,-5.3697,-5.3593,-5.4073,-1.9223,10.6549
1373,True,Optimization terminated successfully.,2569,3873,5.3769,1,0,-10.6147,-10.7834,-11.0800,24.0804,24.2196,24.1668,14.2921,-31.2370
1374,True,Optimization terminated successfully.,2391,3588,25.7362,0,1,0.3508,0.2719,0.0007,-1.1664,-1.0502,-1.1164,0.3869,4.5888
1375,True,Optimization terminated successfully.,3017,4504,34.0560,1,0,4.6356,4.4987,4.2913,-10.8261,-10.8004,-10.9017,-4.9107,18.4315
1376,True,Optimization terminated successfully.,2523,3819,27.4461,1,0,4.8698,4.6947,4.5163,-11.4470,-11.3263,-11.3220,-5.3014,19.1177
1377,True,Optimization terminated successfully.,2591,3894,15.6174,1,0,-11.2732,-11.3432,-11.5887,25.5622,25.6500,25.5237,15.1060,-33.2515
1378,True,Optimization terminated successfully.,2322,3517,20.8846,1,0,2.8023,2.5141,2.3969,-6.5237,-6.4026,-6.5487,-2.6021,12.2344
1379,True,Optimization terminated successfully.,2309,3478,12.8138,1,0,0.6170,0.4382,0.2257,-1.5319,-1.4175,-1.5410,0.1332,5.1781
1380,True,Optimization terminated successfully.,2684,4017,33.2592,0,1,0.3127,0.2695,0.1443,-1.1235,-1.0048,-1.1261,0.3244,4.5803
1381,True,Optimization terminated successfully.,2249,3422,18.2035,0,1,0.1085,-0.0644,-0.2455,-0.4510,-0.3453,-0.5146,0.8642,3.6159
1382,True,Optimization terminated successfully.,2504,3685,6.6124,0,1,-0.4252,-0.6213,-0.9318,0.8495,1.0238,0.8792,1.5397,1.6870
1383,True,Optimization terminated successfully.,2636,3988,23.0208,1,0,14.5895,14.4211,14.1759,-33.5394,-33.5179,-33.6364,-17.6251,50.6161
1384,True,Optimization terminated successfully.,2597,3881,7.2546,1,0,1.3581,1.2579,0.9881,-3.3500,-3.3073,-3.3298,-0.8634,7.7589
1385,True,Optimization terminated successfully.,2392,3608,19.9484,1,0,1.4348,1.2709,1.1396,-3.5302,-3.4063,-3.5870,-0.9765,7.9622
1386,True,Optimization terminated successfully.,2331,3510,17.9201,0,1,-0.4038,-0.5666,-0.7358,0.7652,0.8403,0.7282,1.3657,1.9387
1387,True,Optimization terminated successfully.,2968,4466,39.0041,1,0,4.5549,4.4801,4.2477,-10.6813,-10.5315,-10.7017,-4.8705,18.1451
1388,True,Optimization terminated successfully.,2610,3909,18.8317,1,0,3.2052,3.0553,2.8986,-7.5459,-7.4443,-7.6534,-3.1567,13.7757
1389,True,Optimization terminated successfully.,2418,3649,4.8749,1,0,-2.9284,-3.1877,-3.3636,6.7320,6.7449,6.7046,4.7054,-6.5085
1390,True,Optimization terminated successfully.,2260,3419,8.5727,1,0,-2.9299,-3.1481,-3.3544,6.5243,6.6562,6.5559,4.5486,-6.2845
1391,True,Optimization terminated successfully.,2699,4008,16.1557,1,0,2.2300,2.0710,1.9154,-5.4305,-5.2640,-5.4024,-2.0301,10.6617
1392,True,Optimization terminated successfully.,2826,4219,8.5052,0,1,-1.7631,-1.8140,-2.0570,3.6210,3.7718,3.6184,2.9871,-2.1473
1393,True,Optimization terminated successfully.,2567,3872,22.3477,1,0,-3.6601,-3.9180,-4.0436,8.2882,8.4497,8.3449,5.7027,-8.7867
1394,True,Optimization terminated successfully.,2317,3508,29.4245,1,0,0.9165,0.7397,0.5192,-2.4179,-2.1994,-2.3962,-0.3755,6.3866
1395,True,Optimization terminated successfully.,2505,3757,19.5726,1,0,1.7264,1.5301,1.3822,-4.0556,-4.0068,-4.1498,-1.2474,8.7928
1396,True,Optimization terminated successfully.,2150,3228,10.1797,1,0,1.0643,0.9738,0.8238,-2.8959,-2.7700,-2.8993,-0.6680,6.9982
1397,True,Optimization terminated successfully.,2530,3805,5.8530,1,0,-3.5100,-3.7583,-3.9783,8.0015,8.1128,8.0277,5.4166,-8.3653
1398,True,Optimization terminated successfully.,2408,3595,6.2043,0,1,-0.3197,-0.4553,-0.7024,0.5724,0.7211,0.5463,1.3597,2.1574
1399,True,Optimization terminated successfully.,2774,4130,18.2719,0,1,-1.8540,-2.0088,-2.2951,3.9907,4.0878,4.0327,3.2417,-2.6677
1400,True,Optimization terminated successfully.,2166,3235,5.2654,0,1,-0.2805,-0.4227,-0.6485,0.4681,0.4525,0.3516,1.2073,2.4012
1401,True,Optimization terminated successfully.,2790,4132,11.1571,0,1,0.2572,0.1367,-0.0938,-0.8146,-0.6582,-0.8407,0.5336,4.1397
1402,True,Optimization terminated successfully.,2351,3524,14.7340,1,0,-3.0748,-3.2537,-3.4128,6.9420,7.0494,6.9780,4.8621,-6.8569
1403,True,Optimization terminated successfully.,2367,3532,11.3275,1,0,-4.9734,-5.1337,-5.2289,11.0407,11.1409,11.0473,7.0731,-12.7277
1404,True,Optimization terminated successfully.,2441,3648,12.3006,1,0,1.0994,0.9803,0.7028,-2.7409,-2.5638,-2.6675,-0.4583,6.8186
1405,True,Optimization terminated successfully.,2677,3992,5.8313,0,1,0.1510,0.0494,-0.2044,-0.5263,-0.4823,-0.5267,0.7676,3.8012
1406,True,Optimization terminated successfully.,2732,4087,25.0311,1,0,1.3445,1.1665,1.0930,-3.3018,-3.2598,-3.3644,-0.8407,7.7779
1407,True,Optimization terminated successfully.,2851,4285,20.7047,1,0,1.0945,0.9530,0.7236,-2.6467,-2.6271,-2.7445,-0.4633,6.8768
1408,True,Optimization terminated successfully.,2562,3827,26.0583,0,1,-0.6603,-0.8530,-1.0267,1.3376,1.3871,1.2405,1.6885,1.1329
1409,True,Optimization terminated successfully.,2943,4399,24.8870,1,0,4.3027,4.0919,3.9139,-10.0569,-9.9549,-10.0577,-4.5945,17.2766
1410,True,Optimization terminated successfully.,2414,3569,1.5507,0,1,0.1938,0.0389,-0.1128,-0.7875,-0.6447,-0.7956,0.4791,4.0758
1411,True,Optimization terminated successfully.,2426,3635,26.4479,0,1,-0.7418,-0.8078,-1.0522,1.3620,1.5156,1.3830,1.7386,0.9975
1412,True,Optimization terminated successfully.,2654,3956,23.4580,0,1,0.1637,0.0463,-0.3073,-0.4437,-0.3490,-0.5628,0.6942,3.7148
1413,True,Optimization terminated successfully.,2367,3562,35.7918,1,0,3.3017,3.0862,3.0038,-7.8190,-7.7779,-7.8882,-3.2882,14.1227
1414,True,Optimization terminated successfully.,2405,3622,18.0592,1,0,1.5408,1.3335,1.1673,-3.6546,-3.6859,-3.7237,-1.0096,8.2605
1415,True,Optimization terminated successfully.,2536,3824,21.7802,0,1,-1.5459,-1.7052,-1.9038,3.3394,3.4144,3.2991,2.7440,-1.6931
1416,True,Optimization terminated successfully.,2447,3664,13.1349,1,0,2.6511,2.4936,2.3571,-6.2066,-6.1155,-6.2558,-2.4022,11.8068
1417,True,Optimization terminated successfully.,2626,3936,20.9276,1,0,1.6379,1.4491,1.3177,-4.0173,-3.8242,-3.9701,-1.1429,8.6390
1418,True,Optimization terminated successfully.,2984,4424,10.8336,1,0,1.5125,1.2559,1.1363,-3.6653,-3.5817,-3.6905,-1.0088,8.2623
1419,True,Optimization terminated successfully.,2594,3884,5.5052,0,1,0.1139,-0.0345,-0.1086,-0.5323,-0.4617,-0.5036,0.7553,3.7533
1420,True,Optimization terminated successfully.,2021,3087,14.9196,1,0,5.6557,5.4843,5.3391,-13.1985,-13.0839,-13.2022,-6.3434,21.7281
1421,True,Optimization terminated successfully.,2711,4040,18.6601,1,0,-2.8086,-2.9507,-3.1024,6.1994,6.2928,6.0872,4.4687,-5.7613
1422,True,Optimization terminated successfully.,2705,4035,11.0631,0,1,0.1854,-0.0419,-0.2077,-0.6089,-0.4782,-0.6283,0.6847,3.8420
1423,True,Optimization terminated successfully.,2444,3654,10.5882,1,0,1.1823,1.0127,0.8115,-2.9095,-2.8100,-2.8729,-0.7930,7.1037
1424,True,Optimization terminated successfully.,2657,4010,10.6333,0,1,0.4945,0.3896,0.1527,-1.3081,-1.2133,-1.3554,0.2473,4.9502
1425,True,Optimization terminated successfully.,2388,3594,8.4273,0,1,-0.3570,-0.4992,-0.7467,0.6536,0.7511,0.5924,1.3896,2.1111
1426,True,Optimization terminated successfully.,2358,3525,13.6355,0,1,-0.4631,-0.6866,-0.8277,0.8051,0.9854,0.7650,1.3693,1.7903
1427,True,Optimization terminated successfully.,2237,3346,17.9984,1,0,0.9669,0.7804,0.6325,-2.4662,-2.3012,-2.4471,-0.3426,6.4431
1428,True,Optimization terminated successfully.,2774,4140,8.3348,1,0,6.8322,6.6770,6.5314,-16.0036,-15.8123,-15.8533,-7.7400,25.5723
1429,True,Optimization terminated successfully.,3070,4577,17.2612,1,0,1.4213,1.1364,0.9885,-3.3194,-3.1864,-3.2414,-0.7043,7.6172
1430,True,Optimization terminated successfully.,2548,3833,18.3522,0,1,-1.3377,-1.4633,-1.6378,2.7124,2.7620,2.6181,2.4784,-0.8047
1431,True,Optimization terminated successfully.,2558,3828,21.6742,1,0,4.3911,4.3024,4.0881,-10.4548,-10.2894,-10.4218,-4.7732,17.7452
1432,True,Optimization terminated successfully.,2538,3815,19.0666,0,1,-1.3449,-1.5492,-1.7418,2.9403,2.9919,2.8786,2.5901,-1.1494
1433,True,Optimization terminated successfully.,2237,3344,9.4364,0,1,-1.6058,-1.8367,-2.0748,3.6113,3.7637,3.6374,3.0217,-2.1649
1434,True,Optimization terminated successfully.,2187,3227,16.8926,0,1,0.3210,0.0708,-0.0433,-0.8070,-0.7040,-0.7742,0.5106,4.1143
1435,True,Optimization terminated successfully.,4043,6011,6.5644,1,0,-38.6495,-38.8322,-39.0941,88.5996,88.6567,88.5834,50.0162,-122.5897
1436,True,Optimization terminated successfully.,2478,3683,19.7362,0,1,-0.2870,-0.4689,-0.6772,0.3720,0.5468,0.4136,1.2188,2.3511
1437,True,Optimization terminated successfully.,2925,4338,5.9812,1,0,1.4615,1.2615,1.1423,-3.6575,-3.5770,-3.6488,-1.1664,8.2090
1438,True,Optimization terminated successfully.,2714,4077,18.1888,1,0,3.8245,3.6203,3.4305,-8.9575,-8.8812,-9.0417,-4.0241,15.7025
1439,True,Optimization terminated successfully.,2847,4251,10.0745,0,1,-0.9074,-1.2015,-1.3305,1.9750,2.0754,1.8954,2.1257,0.2080
1440,True,Optimization terminated successfully.,2837,4198,12.9361,1,0,1.4565,1.3887,1.1999,-3.7108,-3.5539,-3.6758,-1.0781,8.2099
1441,True,Optimization terminated successfully.,2581,3895,23.4449,1,0,-6.0688,-6.2395,-6.3945,13.6322,13.7878,13.6501,8.5231,-16.3501
1442,True,Optimization terminated successfully.,2134,3219,22.2350,1,0,1.0070,0.8088,0.5644,-2.3724,-2.3405,-2.4654,-0.3589,6.3797
1443,True,Optimization terminated successfully.,2522,3768,2.0004,1,0,-3.5728,-3.7031,-3.8988,8.0279,8.0927,7.9699,5.3469,-8.3411
1444,True,Optimization terminated successfully.,4025,6016,2.9168,1,0,-20.7489,-21.0246,-21.0534,47.3385,47.5104,47.3771,27.1398,-64.1717
1445,True,Optimization terminated successfully.,2346,3516,23.4712,1,0,-4.9594,-5.2056,-5.2712,11.1486,11.2782,11.1745,7.2153,-12.8546
1446,True,Optimization terminated successfully.,1502,2305,18.7378,0,1,0.1146,0.0173,-0.2504,-0.4707,-0.3499,-0.4467,0.8157,3.6645
1447,True,Optimization terminated successfully.,2411,3631,6.4676,0,1,0.5147,0.2679,0.1323,-1.2430,-1.0688,-1.3378,0.2375,4.8015
1448,True,Optimization terminated successfully.,2182,3302,11.7293,1,0,2.0154,1.8387,1.6981,-4.9482,-4.7580,-4.9502,-1.8202,9.9648
